b1px,b1py,b1pz,b1e,b2px,b2py,b2pz,b2e,a1px,a1py,a1pz,a1e,a2px,a2py,a2pz,a2e,class,weight
-176.932,351.233,-459.332,605.327,-8.45778,64.4242,40.266,77.2771,76.7485,-327.304,-777.513,847.08,51.3528,-165.371,-223.004,282.339,1,2.8273e-09
-16.9175,64.0591,-94.6596,115.884,-3.80523,-42.8262,-2.84463,43.2372,3.02019,-89.4296,180.002,201.016,-18.2785,21.2603,-0.0253727,28.0375,1,2.8273e-09
46.7138,91.4507,176.303,204.386,27.4249,35.8486,138.052,145.285,-128.7,-125.351,87.1927,199.697,30.0643,-31.8966,10.1004,44.9808,1,2.8273e-09
-184.49,171.391,-302.978,395.263,50.7333,35.6081,-546.514,550.037,147.179,-83.3597,183.112,249.28,11.7902,-83.9599,35.5076,91.9188,1,2.8273e-09
198.09,180.449,179.376,322.612,114.429,163.217,242.955,315.312,-297.991,-203.412,-872.995,944.614,-10.467,-31.7227,-187.964,190.909,1,2.8273e-09
-86.0795,4.30474,-46.7841,98.3011,-51.0985,-35.2305,2.19421,62.4043,132.601,-44.1286,-189.994,235.856,42.7897,41.3124,-19.9174,62.7246,1,2.8273e-09
-18.6408,-64.8555,161.073,174.868,46.6637,28.5564,175.296,183.685,-17.8875,93.2981,-307.493,321.833,12.241,-21.3096,-7.12715,25.5879,1,2.8273e-09
-63.9362,30.7359,37.4297,80.5535,-19.9479,32.6615,3.50661,38.7131,109.286,-102.59,186.422,239.21,-16.0437,18.6446,52.5533,58.0247,1,2.8273e-09
-97.1399,-66.1421,52.6945,129.195,-34.9486,-39.1222,74.3254,91.0117,111.025,127.834,20.4417,170.546,142.903,67.064,-84.2162,178.917,1,2.8273e-09
63.5111,290.352,-53.4594,302.335,44.5018,26.7013,-35.7639,63.4804,-57.2388,-276.773,273.761,393.478,-125.416,-151.841,257.786,324.405,1,2.8273e-09
-46.5637,-68.6517,142.927,165.653,32.115,31.1851,-10.7421,46.233,-46.3245,12.9821,-68.4795,83.6896,30.5283,12.7872,34.7021,47.9554,1,2.8273e-09
63.2391,13.3503,66.517,93.0306,36.4008,24.3395,-22.9509,49.5927,-76.2474,40.2741,88.8809,123.837,-1.06257,-35.0104,-18.802,39.7539,1,2.8273e-09
48.8359,-28.388,3.77607,56.8851,14.6041,40.1551,212.187,216.488,-29.9268,-26.0383,-16.4259,42.935,9.98674,-2.62101,18.5075,21.1928,1,2.8273e-09
71.2328,225.467,255.633,348.665,-119.565,-15.2062,-24.8033,124.365,93.2377,-63.4415,6.05687,112.937,-25.9614,-106.107,9.94754,109.688,1,2.8273e-09
-110.928,-54.6893,-47.1501,132.472,-90.0968,-16.1654,-68.6683,114.582,181.056,70.3879,13.0253,194.693,10.4745,26.9615,-48.3731,56.3613,1,2.8273e-09
-119.291,-192.197,202.909,304.855,-35.6525,-40.6795,116.527,128.564,318.52,251.368,225.152,464.041,12.3321,-14.3,11.5269,22.1233,1,2.8273e-09
190.515,212.791,-295.567,411.324,12.4933,37.1584,-151.813,156.911,-128.562,-233.896,323.304,419.238,-154.675,-90.4002,271.94,325.65,1,2.8273e-09
213.442,65.6892,-139.531,265.028,33.7497,-21.5683,79.4344,89.0207,-313.033,-35.4735,531.293,617.673,-4.65604,-27.4376,21.3,35.0456,1,2.8273e-09
-2.26498,36.0677,-36.7516,52.1179,32.2387,-13.7556,56.7341,66.9726,-48.5336,40.9586,7.58911,63.9586,16.8421,-40.0374,86.4276,96.7283,1,2.8273e-09
-29.794,-108.478,423.278,438.154,52.0782,96.8172,-96.1405,147.072,-65.6746,22.7608,84.0906,109.098,26.4281,-27.1801,18.8581,42.3418,1,2.8273e-09
30.6113,-67.4844,35.3987,82.473,1.08727,-44.0801,-5.77454,45.1793,20.7286,63.923,14.2264,68.6893,-58.5286,-1.48233,-61.7786,85.114,1,2.8273e-09
-91.779,-94.1643,-744.418,755.965,-80.859,21.7037,-169.454,189.589,198.724,93.9001,-657.554,693.315,0.890202,50.8521,-79.614,94.4728,1,2.8273e-09
43.668,179.235,-137.106,230.368,54.187,41.9883,58.8697,90.6973,-31.0556,-165.233,-136.938,216.837,-80.2514,-88.6485,-8.35137,119.869,1,2.8273e-09
55.5002,66.6633,-128.31,155.028,9.7557,46.0061,12.8635,49.2382,-94.7448,-95.8609,21.2324,136.443,29.6562,-59.6684,-27.0559,71.9155,1,2.8273e-09
33.3507,-38.7441,-172.517,179.986,48.5009,-3.56126,5.69327,49.3479,-82.3825,-15.8739,-66.7902,107.237,-29.6384,64.7523,19.4301,73.8162,1,2.8273e-09
48.1633,-19.9796,293.597,298.262,20.1472,27.1001,84.0286,90.7719,-122.016,-24.1787,21.8698,126.297,5.30299,36.4942,-25.2684,44.704,1,2.8273e-09
-26.3181,-40.6945,4.14104,49.5396,-26.7317,27.6478,-51.2729,64.3203,68.1796,25.7499,134.782,153.224,-37.5357,-41.0254,117.308,129.82,1,2.8273e-09
84.4445,110.476,-485.76,505.449,-2.36895,33.4156,-32.5199,46.8705,-71.2439,-73.0382,138.235,171.811,-8.1006,-99.6563,397.227,409.617,1,2.8273e-09
33.4384,-15.41,50.9704,63.3414,11.6072,-33.031,109.962,115.472,10.0793,98.0186,5.55905,98.6922,-43.9306,-15.5522,36.6366,59.279,1,2.8273e-09
-26.6871,-65.4233,-48.8856,85.9767,43.3861,13.9226,-16.347,48.6723,63.4841,87.959,-52.0068,120.298,-48.5162,26.5053,6.37707,55.6509,1,2.8273e-09
-105.217,7.6816,4.06886,106.935,-59.3624,54.9934,20.541,85.252,171.008,-101.124,438.3,481.224,-13.1438,-59.4886,124.131,138.276,1,2.8273e-09
-189.202,-41.605,-208.951,287.873,-88.6233,-42.6579,-200.474,223.843,368.225,1.34297,-829.178,907.263,5.39342,24.2584,-83.926,87.5279,1,2.8273e-09
-29.559,212.921,226.935,312.811,-59.6558,-106.776,-781.343,790.914,30.56,-82.0765,44.2996,98.1475,33.6347,16.2298,-44.4281,58.0393,1,2.8273e-09
17.5801,-62.9634,-58.1331,87.6994,-17.819,-30.3874,-26.559,44.5179,51.6524,82.34,-66.3664,117.696,-53.4444,-3.06173,-38.5631,65.9757,1,2.8273e-09
-144.519,-19.2795,107.171,181.161,2.01095,33.0831,83.4811,90.0628,76.2888,25.0797,11.3666,81.106,40.2357,-64.2984,-75.095,106.735,1,2.8273e-09
36.1754,34.5657,66.2322,83.6081,47.6611,11.4178,52.1364,72.0667,-89.4547,-78.423,-35.5931,124.174,2.44027,34.837,-20.9416,40.72,1,2.8273e-09
0.839626,49.4321,59.1706,77.2974,19.0657,31.938,4.46809,38.1027,-44.6879,-69.0057,-1.72644,82.23,9.28915,14.5955,80.1302,81.9766,1,2.8273e-09
75.6499,-24.5836,92.6321,122.616,36.5558,-32.6803,25.4596,55.8399,-157.748,37.8226,-58.0195,172.283,18.4471,31.0491,-19.3903,40.9918,1,2.8273e-09
16.9501,59.5845,-310.678,316.86,-12.3297,-30.1397,-140.006,143.819,-57.385,-25.5114,-113.833,130.007,59.3237,-3.86754,-57.9052,82.9895,1,2.8273e-09
-26.8211,56.4908,63.8022,89.7233,-21.1125,58.7891,14.6295,64.9682,83.0955,-108.675,280.461,312.047,56.24,-27.3928,15.6239,64.4779,1,2.8273e-09
98.4809,-28.5637,174.071,202.107,40.9509,-5.39645,16.2224,44.6876,-98.8104,33.0993,281.646,300.306,-63.4815,-12.1781,22.3932,68.408,1,2.8273e-09
70.6097,215.916,80.4793,242.18,58.8457,80.3126,-36.5741,106.491,-87.4424,-195.068,88.7389,231.457,-21.0148,-43.396,113.127,122.974,1,2.8273e-09
56.5577,18.1397,-110.877,125.969,-1.85116,-40.0514,-296.268,299.045,17.1383,125.935,-176.499,217.498,-23.1528,-25.3592,-37.4463,50.8071,1,2.8273e-09
-187.65,272.629,283.647,436.207,-72.4351,-72.3994,-49.1914,113.955,171.241,-168.147,16.4178,240.554,64.7363,16.1705,9.16885,67.3524,1,2.8273e-09
58.1917,-77.0486,8.66016,97.4378,30.6909,-26.8022,-23.2288,47.1391,-66.7507,121.223,-330.992,358.757,-15.4067,-28.0499,-32.4325,45.5634,1,2.8273e-09
-52.9156,81.0618,-77.9888,125.356,-81.0375,-24.335,-257.996,272.131,156.434,-55.4207,-191.044,253.063,-6.49898,-52.3739,-100.632,113.632,1,2.8273e-09
22.1598,155.648,190.654,247.479,47.5709,62.0046,47.1267,92.0115,-65.0452,-169.108,568.269,596.455,-18.1267,-14.4529,4.35976,23.5896,1,2.8273e-09
30.8177,-55.9839,113.042,129.917,23.8623,-32.8476,9.41419,42.16,-27.8687,113.474,-22.066,118.911,-27.0192,-28.5487,14.4991,41.8961,1,2.8273e-09
-184.25,-57.63,339.45,390.656,-132.397,-78.8459,72.0555,170.794,346.912,182.422,-1005.37,1079.07,35.2143,-21.9066,-105.564,113.418,1,2.8273e-09
-42.2467,1.05901,2.24368,42.7234,-38.5027,16.6764,52.5699,67.4712,81.4512,51.9597,72.2584,120.646,-18.602,-2.69672,-32.3628,37.4254,1,2.8273e-09
35.0891,30.022,-14.2012,48.653,20.8307,34.3706,18.4941,45.2987,-24.0219,-86.1358,-42.1903,98.876,-52.7327,-19.9402,-183.378,191.849,1,2.8273e-09
42.5941,71.1648,54.3254,99.923,-12.6881,36.0243,50.929,63.9015,-75.4639,-86.7343,-348.003,366.502,44.1701,-21.4709,-235.281,240.352,1,2.8273e-09
-18.0297,52.3473,8.96032,56.3856,-35.6845,-2.24842,8.89006,37.1708,54.1904,-104.894,74.2444,139.469,-20.116,26.4124,24.2634,41.1216,1,2.8273e-09
-23.7551,-32.6201,-56.0515,69.2344,-5.25255,-35.57,-59.1066,69.4626,67.6594,19.1687,99.2198,121.613,-3.31427,51.2272,-18.5077,54.5688,1,2.8273e-09
133.871,157.096,-352.736,408.966,70.5387,-109.733,52.4084,141.044,-117.215,-94.4801,-321.863,355.333,-87.3567,38.0331,-195.422,217.411,1,2.8273e-09
37.9815,44.8124,-352.675,357.666,39.2279,10.4595,-17.7345,44.5544,-75.6002,-54.0074,481.576,490.457,14.3255,21.3157,26.8299,37.1406,1,2.8273e-09
-70.1489,7.91115,147.634,163.784,-46.1624,-44.2986,227.199,236.11,104.549,26.0873,32.6139,112.582,6.27436,-51.347,-19.2352,55.1894,1,2.8273e-09
98.1009,30.941,0.569545,103.267,-61.2085,-20.2131,59.1549,88.1291,-87.3544,40.2136,-323.988,337.958,8.87985,-49.2116,-274.83,279.342,1,2.8273e-09
64.9915,-8.22222,-55.3819,85.9807,40.4933,-13.3043,-13.2275,44.7739,-92.6451,-57.9073,-13.3541,110.067,7.05065,43.8127,-13.4731,46.3766,1,2.8273e-09
90.3134,-8.10598,-18.8018,92.87,23.3934,-34.4914,-12.7438,43.8991,-61.0962,108.511,189.581,226.822,-1.60659,-30.8209,24.2013,39.22,1,2.8273e-09
-29.5588,-84.3113,-105.237,138.35,-57.9889,-5.16134,-472.405,476.077,71.8203,102.359,-64.1927,140.557,28.2733,-7.65089,-111.777,115.551,1,2.8273e-09
-156.37,-79.0585,92.2709,198.36,-12.0027,-37.2675,5.65571,39.97,57.0999,80.5623,226.187,246.802,92.5176,-34.0064,338.62,352.675,1,2.8273e-09
-201.833,-42.6008,65.8745,216.789,-36.0277,42.4464,-72.584,91.957,113.406,79.5713,283.773,315.784,82.1365,20.9122,38.2659,92.9946,1,2.8273e-09
-22.0708,-97.6458,-314.893,330.722,-30.4183,-67.0315,-593.321,597.902,80.6163,88.7553,118.984,168.919,-44.6157,75.9613,67.7579,111.139,1,2.8273e-09
-9.32281,-195.58,432.445,475.526,27.1188,-35.393,69.3721,82.9747,-92.0639,188.293,88.2022,227.397,40.9719,88.7129,48.1467,108.935,1,2.8273e-09
-95.9471,59.4691,177.525,210.636,50.685,2.08702,16.9125,54.136,-67.3097,-43.6075,38.0217,88.7573,24.2691,42.7179,6.6846,49.5832,1,2.8273e-09
16.3519,-87.2972,-197.26,216.616,-10.6178,47.3742,-419.057,421.896,75.5624,22.2647,-77.6733,110.628,-36.717,30.7065,-132.513,140.893,1,2.8273e-09
128.771,-63.545,66.8023,158.674,24.7284,28.5711,-0.795892,38.1535,-167.799,41.1956,138.83,221.647,-1.98337,58.9953,64.3075,87.2916,1,2.8273e-09
47.4858,39.3809,71.7699,94.7578,34.8326,22.4884,109.794,117.627,-62.4934,-63.591,187.284,207.424,-53.8804,29.6752,23.1063,65.7086,1,2.8273e-09
-28.6295,-34.0327,-3.21444,44.9167,-38.1795,-7.63364,27.9156,48.4017,55.3841,29.6105,-44.2416,76.8212,7.21437,25.7642,76.3864,80.9365,1,2.8273e-09
77.8159,17.982,119.423,143.83,-55.9672,-52.7506,144.854,164.164,-53.9987,32.6194,-2.68925,63.1436,37.5752,-49.7776,19.6167,65.3798,1,2.8273e-09
340.84,207.001,-111.295,415.142,29.9594,-13.8066,-37.6866,50.353,-175.64,-199.585,-327.286,421.663,-114.185,-181.4,-122.536,246.9,1,2.8273e-09
-2.97468,-45.5989,382.211,384.962,37.2962,-20.5779,50.1949,66.1106,5.19848,71.0904,-20.4691,74.161,-43.3561,-2.77348,70.003,82.3885,1,2.8273e-09
-190.853,76.5849,-121.447,239.863,-47.1311,35.6944,-1.59811,59.8891,309.967,-130.881,165.329,374.891,34.4732,22.7994,-0.581898,41.3346,1,2.8273e-09
60.806,-129.622,-241.377,280.848,55.8644,45.2053,-282.014,291.174,-73.8465,120.061,272.632,306.914,13.851,6.07315,-6.10642,16.3102,1,2.8273e-09
50.9189,-40.5539,45.3422,80.6659,34.5498,31.4217,15.1183,49.4335,-82.3906,14.2932,-79.9548,115.695,2.29238,-44.1366,-176.931,182.367,1,2.8273e-09
41.071,-68.6958,12.8513,81.3596,28.5707,-36.1396,42.8327,63.2299,-95.2156,58.8291,-93.4452,145.804,25.3375,53.1254,-124.458,137.673,1,2.8273e-09
12.4604,-77.8556,31.9843,85.5858,20.3113,42.6109,271.062,275.156,-91.3118,38.2823,-191.739,215.795,45.4957,-4.41282,-101.529,111.344,1,2.8273e-09
84.9416,67.6026,26.2011,112.757,67.0593,14.7382,-2.55654,69.1748,-144.247,-50.9098,-246.638,290.223,-44.763,-36.0524,-1.24277,57.4896,1,2.8273e-09
-38.4408,42.2077,107.804,122.539,-43.2429,12.2141,53.7337,70.3308,83.3532,3.7337,-105.029,134.137,42.3705,-70.3774,-338.757,348.575,1,2.8273e-09
-66.1992,-9.44601,-17.8256,69.3492,30.4118,-13.7806,186.484,189.524,52.0526,37.5139,10.7182,65.0511,-47.6909,12.0788,84.1412,97.4683,1,2.8273e-09
52.9703,90.9656,-89.5059,138.69,25.1322,24.0864,-60.8138,70.2465,-100.9,-97.3391,199.633,243.944,29.1744,-4.13192,10.5131,31.2849,1,2.8273e-09
-52.0798,3.83791,146.859,155.956,-26.4605,-32.8918,-33.2515,54.1333,83.1727,-43.8508,-5.78443,94.2022,4.09419,57.869,11.9583,59.2333,1,2.8273e-09
27.6756,99.1848,-26.5971,106.588,-22.649,35.1364,0.0561235,42.2246,4.86855,-171.568,-53.2128,179.697,-36.0185,7.76934,-10.3784,38.2807,1,2.8273e-09
-8.21479,-46.668,-228.437,233.333,0.591321,42.0589,-6.79775,42.9152,-22.7781,-50.8905,-9.0766,56.4895,35.1238,42.5215,-77.6473,95.2411,1,2.8273e-09
-80.478,-112.687,-20.6287,140.4,37.2479,-6.69355,-40.7295,55.7254,-1.5969,111.865,-84.6977,140.321,-6.59336,108.953,39.3651,116.034,1,2.8273e-09
-12.3672,78.9357,-10.0664,80.7605,42.1539,-38.8101,244.344,251.144,46.7161,-198.8,-193.59,281.391,-11.9484,8.95822,5.5904,15.9457,1,2.8273e-09
26.2101,144.296,10.0423,148.099,-67.7781,0.533545,-92.085,114.451,-10.0072,-124.541,111.006,167.131,57.8452,-6.87801,105.788,120.766,1,2.8273e-09
-77.2466,103.886,12.0351,130.348,56.6048,-12.0871,100.472,116.172,-44.7603,-91.3829,24.1217,104.576,53.8165,-9.02596,-9.5653,55.4001,1,2.8273e-09
-41.1938,-110.179,-321.662,342.72,-30.8897,-71.641,-49.0947,92.6976,86.8868,221.344,377.298,445.978,-19.5798,-3.62348,34.2429,39.6115,1,2.8273e-09
17.006,-38.2624,64.7093,77.222,-12.7945,-32.0026,2.99124,35.4444,31.191,70.9661,-154.754,173.083,0.697145,-51.7399,-157.72,165.992,1,2.8273e-09
29.9313,42.6417,87.374,101.857,39.0959,24.2035,18.4286,49.8072,-14.8032,-70.8491,10.1451,73.0867,-56.5076,38.4421,-33.4378,76.0854,1,2.8273e-09
-5.35186,57.6282,104.201,119.34,15.5944,40.229,31.1909,53.6544,-115.232,-135.633,734.697,755.946,32.3094,-22.3448,195.507,199.414,1,2.8273e-09
-67.7958,-52.8576,74.3805,113.701,-18.23,72.8199,195.255,209.331,108.682,-19.2316,214.366,241.111,27.9645,-17.2819,-12.3535,35.1181,1,2.8273e-09
56.2128,-145.861,-229.503,278.066,-97.3187,-82.4595,-234.514,267.156,-33.8603,199.401,-135.193,243.279,71.2285,122.607,-43.4899,148.315,1,2.8273e-09
33.9923,-153.4,529.467,552.65,-5.73846,-64.5998,111.688,129.214,95.7358,192.941,114.7,244.024,-14.8523,8.47774,-17.6581,24.582,1,2.8273e-09
50.9818,-12.1123,-54.7089,75.8272,32.5355,-23.2507,3.29745,40.4024,-58.9135,57.4824,172.87,191.465,-12.3184,-55.0919,62.7852,84.4325,1,2.8273e-09
131.964,-25.2138,635.909,650.038,-101.355,-0.275085,335.656,350.735,-55.6528,83.2752,44.6937,109.679,-3.29787,-28.1268,-29.2189,40.6907,1,2.8273e-09
42.792,166.845,-460.86,492.246,35.6049,84.9658,-142.887,170.478,-20.5762,-263.92,-31.1282,266.545,-24.6637,1.99415,-18.8805,31.1247,1,2.8273e-09
-79.3976,14.5916,69.8683,107.039,30.27,29.9181,79.1404,89.9414,23.4583,-89.4154,162.739,187.161,16.9601,10.1438,-16.5393,25.7699,1,2.8273e-09
-28.5119,-61.2327,-176.058,188.774,-50.5213,-19.8973,34.6603,64.9353,119.33,48.5498,-47.9609,137.466,-17.792,60.0356,4.05632,62.7477,1,2.8273e-09
18.973,-64.0862,-91.4357,113.342,29.4211,25.5174,-121.02,127.22,-46.5775,92.9396,-39.1347,111.08,-20.5463,-38.8838,-44.6509,62.6722,1,2.8273e-09
-130.595,10.9862,244.79,278.115,-35.1482,49.5966,76.1771,97.5424,105.647,-58.3228,93.9343,152.927,75.8065,42.3906,166.333,187.644,1,2.8273e-09
-32.4225,57.6833,-160.181,173.534,5.44258,43.5689,-90.5487,100.743,19.8451,-122.996,2.01579,124.603,-25.6594,21.8792,9.45019,35.0201,1,2.8273e-09
31.7153,81.2158,153.367,176.931,44.3197,3.89303,49.7373,66.819,-8.31538,-104.105,85.7071,135.103,10.3137,8.52376,-27.9817,31.0161,1,2.8273e-09
75.7877,-24.2454,87.6291,119.515,29.6908,-23.5521,1.91408,38.5852,-110.471,61.7264,250.79,280.908,-22.6692,-54.9779,112.517,127.266,1,2.8273e-09
40.3222,70.3716,-160.735,180.249,2.91342,42.9773,-56.6289,71.1712,3.93712,-240.408,44.0223,244.437,17.6015,5.04816,28.2871,33.6965,1,2.8273e-09
-44.1223,-57.2675,30.2501,78.7783,-44.1,-46.1358,-33.3137,72.4845,76.2879,36.763,76.8861,114.38,-30.5481,53.4638,149.283,161.484,1,2.8273e-09
29.081,105.34,-103.483,150.9,22.145,33.0078,-211.374,215.123,-59.1559,-226.234,-161.321,284.088,-12.8852,8.911,-49.2746,51.7052,1,2.8273e-09
46.6024,80.9646,129.884,160.119,22.177,-69.9578,-111.432,133.841,-53.1079,-7.37667,-67.1567,85.9353,-13.617,22.8648,57.4011,63.2701,1,2.8273e-09
174.793,49.3478,145.792,233.687,1.85367,50.5021,35.0738,62.5353,-235.904,-132.617,168.492,318.79,10.6992,-31.8937,16.3244,37.3921,1,2.8273e-09
83.1507,-7.03071,-236.027,250.427,-0.390662,36.9895,-128.642,134.031,-171.077,-79.171,92.1859,209.842,16.6439,7.87291,22.1062,28.7696,1,2.8273e-09
-16.1576,-44.5779,-197.612,203.312,19.9953,-30.8346,-50.8028,63.0541,-0.487114,62.7589,-41.7835,75.3974,27.8684,-39.32,26.776,55.1332,1,2.8273e-09
72.0203,39.7264,255.791,268.724,6.98967,37.1706,111.082,117.469,-87.9218,-98.0142,-5.45404,131.783,-5.87415,32.5988,20.0924,38.7414,1,2.8273e-09
-55.614,23.0892,-88.0161,107.093,-29.471,-42.4528,63.6235,82.5172,130.022,-35.2936,80.1127,156.746,15.8759,53.4025,11.2388,56.8347,1,2.8273e-09
-36.9593,44.3019,-131.52,144.019,30.5055,23.433,21.38,44.2298,-28.3565,-73.9259,-126.846,149.53,54.2549,21.7258,-80.8908,99.7944,1,2.8273e-09
165.903,2.04297,122.404,206.432,49.9387,-7.29911,-23.0552,55.9139,-106.946,68.0158,-310.251,335.141,-99.134,-50.4014,-172.884,205.565,1,2.8273e-09
-55.5146,-232.577,43.511,243.384,-86.4863,-55.6063,-87.1676,135.681,31.0542,167.509,411.205,445.099,61.1026,143.763,159.316,223.121,1,2.8273e-09
148.476,-39.4858,-251.322,295.026,29.1887,-42.8422,-272.197,277.253,-98.305,98.8506,372.193,397.445,-64.9802,-9.99754,59.6511,88.7729,1,2.8273e-09
-140.809,-94.6463,71.0844,184.265,82.4467,-74.731,-171.964,206.144,29.9262,165.2,169.487,238.563,-30.5138,26.8091,144.364,149.969,1,2.8273e-09
-66.9325,-8.88319,-72.0667,99.1547,-36.1748,-28.5924,-86.5873,98.4986,114.422,37.7448,-137.017,182.458,3.27486,40.4537,-185.24,189.634,1,2.8273e-09
60.8897,19.2085,36.4657,74.0968,30.6652,25.7591,-48.624,63.2197,-20.8863,-71.0317,40.9891,84.6277,-39.5456,51.5542,73.2206,97.8926,1,2.8273e-09
-139.648,207.179,-906.317,940.334,-57.1803,-15.9845,-151.49,162.912,169.847,-60.0303,-118.108,215.409,65.1932,-126.866,-148.95,206.231,1,2.8273e-09
29.8309,66.0211,-333.39,341.197,-35.9359,-1.46363,-60.215,70.3564,56.1684,-52.9096,-0.225629,77.1646,5.59329,29.835,76.3483,82.1612,1,2.8273e-09
45.6422,64.3199,85.7245,117.017,73.7225,-27.5024,41.2589,89.3444,-91.6376,46.4114,-116.659,155.437,-10.0719,22.0268,32.8106,40.7819,1,2.8273e-09
13.2095,37.2361,119.938,126.493,-15.8964,29.3287,111.055,115.99,27.85,-50.385,133.775,145.636,-39.4634,-40.9422,-7.26522,57.3272,1,2.8273e-09
-144.159,-98.2838,130.59,218.313,-33.8713,1.50506,-93.9891,99.9659,128.901,107.938,167.621,237.409,50.7494,32.8704,-16.6075,62.7039,1,2.8273e-09
4.04325,44.9067,37.024,58.563,39.0828,-2.43038,301.169,303.747,-61.1795,-11.8774,233.068,241.257,13.5743,-40.5303,14.9229,45.2732,1,2.8273e-09
178.6,12.9519,-65.7553,191.88,56.492,2.38469,15.5063,58.9513,-157.578,-60.1377,-154.185,228.518,-1.94758,-76.2875,-69.6444,103.315,1,2.8273e-09
-1.3585,-81.2952,315.488,325.869,24.6783,-43.0484,301.522,305.658,-22.3307,61.419,74.1954,98.8733,42.5565,43.0561,-33.8515,69.36,1,2.8273e-09
-48.6958,-28.8993,101.206,116.204,-24.3062,-34.6103,39.091,58.1255,58.2959,62.55,-274.344,287.359,-1.01549,10.2543,14.7479,17.9912,1,2.8273e-09
175.718,-9.28551,-293.339,342.54,-89.7748,-63.5679,-78.9499,135.798,-110.419,33.2577,-15.0512,116.297,26.5458,38.4809,15.8268,49.3553,1,2.8273e-09
-32.6404,-5.31793,-97.0679,102.68,-25.6104,19.8501,-125.086,129.384,52.2402,-64.5969,-190.042,207.407,5.79847,49.6903,-150.438,158.538,1,2.8273e-09
18.3068,60.9021,55.844,84.6976,10.6782,41.1392,5.02049,43.2916,-59.3565,-75.4406,38.4854,103.42,62.5761,-62.1899,35.081,94.9422,1,2.8273e-09
3.45374,-47.7702,-33.07,58.7496,-40.035,19.9593,52.7567,69.4179,82.7535,52.5013,-29.6427,102.388,-33.4593,-12.1615,-37.1532,51.4566,1,2.8273e-09
-67.0581,1.13348,26.2699,72.6829,-50.7147,-32.9251,31.0778,69.0021,140.149,117.616,32.6826,185.859,61.3758,88.3874,-73.3443,130.226,1,2.8273e-09
-91.5959,-80.21,372.871,392.596,-2.26011,48.1569,48.9163,68.8337,66.8146,-3.76151,125.978,142.649,28.0176,29.3579,-20.5858,45.5044,1,2.8273e-09
19.4372,-58.2073,102.022,119.117,-33.2214,-45.2735,196.51,204.742,57.4974,99.0988,265.52,289.184,-45.1725,27.4946,54.2653,75.7709,1,2.8273e-09
29.9523,-64.2137,8.12048,71.605,17.9861,-68.5221,37.0338,80.5835,2.08062,178.664,222.318,285.22,-40.2111,-2.53847,60.1143,72.3678,1,2.8273e-09
-30.1657,-83.0846,192.498,212.15,-9.28773,-43.3213,236.833,241.006,82.8276,91.8046,-119.065,171.653,-45.1145,45.018,-95.2443,114.601,1,2.8273e-09
85.6338,-23.6956,-121.389,150.612,33.8585,-17.5279,-112.957,119.303,29.7765,4.91319,-10.272,31.8794,-11.4821,9.23543,-19.9463,24.7989,1,2.8273e-09
27.5762,54.6108,34.7566,70.6401,23.6352,38.0894,120.378,128.668,31.1277,-90.5569,-157.77,184.556,-75.3719,-28.6922,-107.012,133.999,1,2.8273e-09
31.7825,-226.796,490.844,541.755,30.1063,49.2443,-275.444,281.48,31.3502,126.317,562.87,577.721,-72.4561,42.3264,436.562,444.554,1,2.8273e-09
32.3749,-39.8221,315.879,320.08,15.7959,-31.4427,92.3596,99.1304,-33.1098,-14.9134,-83.3404,90.9081,-15.7618,29.32,43.4078,54.7022,1,2.8273e-09
-17.851,-109.049,-190.285,220.769,2.86115,-55.642,-150.445,160.623,-63.1376,191.937,-144.607,248.47,11.2379,-14.1576,0.586599,18.0851,1,2.8273e-09
47.4767,17.6934,469.852,472.645,42.4119,-16.4024,360.407,363.295,-94.9276,61.0457,72.202,133.981,-28.7001,0.231496,-45.3804,53.6948,1,2.8273e-09
19.0787,61.3893,26.6749,69.9683,40.5353,0.762679,-50.0761,64.7067,-46.9516,-73.5373,58.0733,104.808,-13.6295,39.1565,97.5959,106.037,1,2.8273e-09
21.2671,63.714,90.6427,112.952,-38.8129,27.098,-36.6826,60.3244,9.0629,-186.028,351.251,397.575,-35.3098,3.42928,94.2152,100.673,1,2.8273e-09
-80.4332,-42.7309,-302.855,316.311,-48.4956,22.4379,-125.443,136.611,106.198,0.602981,-105.194,149.48,68.0089,59.409,-307.476,320.462,1,2.8273e-09
108.738,201.788,-170.032,285.498,-35.7798,-150.795,138.241,208.107,-80.9882,-41.3947,25.2835,94.4027,11.1484,-73.5825,-58.4362,94.6227,1,2.8273e-09
-62.3552,133.283,-494.667,516.948,62.3961,-27.6423,105.286,126.317,-8.33964,-73.3168,-7.23019,74.1429,-36.5728,-3.23188,-118.893,124.433,1,2.8273e-09
15.1158,91.9504,-267.946,283.785,-20.3478,37.9483,-8.88015,44.382,-51.3977,-89.8989,9.68141,104.006,65.7327,-41.0781,21.2621,80.3759,1,2.8273e-09
6.42626,48.4394,257.517,262.195,36.316,12.6059,-98.63,105.947,-0.16349,-65.5716,90.36,111.645,-17.0802,-6.298,-38.5023,42.589,1,2.8273e-09
-35.8955,-26.7425,-141.414,148.522,-14.3218,36.5301,-109.838,116.855,96.773,-43.3989,-11.878,106.722,-21.6193,3.56914,-53.0328,57.3812,1,2.8273e-09
44.1894,1.98569,46.7441,64.6655,-36.137,-15.4567,-1.25159,39.6324,-6.69459,-78.7625,-56.5936,97.2172,-31.577,44.3833,-79.9404,96.7339,1,2.8273e-09
