ptb1,ptb2,pta1,pta2,ptaa,etab1,etab2,etaa1,etaa2,etaaa,mbb,maa,sqrts,drbamin,drba1,dphiba1,dphibb,class,weight
225.22,110.525,136.046,49.8421,185.199,0.791729,-1.6452,1.45009,0.0705855,1.19411,539.599,123.857,922.334,2.1206,3.1449,3.07522,1.63448,1,2.8273e-09
346.435,64.446,308.159,35.7888,327.101,-0.367497,-0.851171,1.68707,2.26701,1.81225,162.952,122.96,1262,3.39897,3.39897,2.70772,0.997888,1,2.8273e-09
254.086,34.7432,275.806,20.1096,276.024,1.43344,2.57247,-0.426181,0.469186,-0.393192,220.54,126.997,924.144,2.82493,3.42323,2.87407,3.11967,1,2.8273e-09
135.452,35.9093,134.909,52.4761,158.039,0.258875,0.761226,0.262811,-0.537395,0.0397744,66.6892,122.136,380.716,2.09025,2.58138,2.58137,0.781159,1,2.8273e-09
109.911,55.5573,110.915,74.2415,151.372,-2.52707,-2.52065,0.939677,0.241652,0.819315,75.6412,124.689,921.816,3.48945,4.52198,2.90343,0.958212,1,2.8273e-09
199.416,142.618,310.156,102.223,411.354,0.800327,2.4476,-0.0806224,-0.736283,-0.257939,389.581,122.35,1241.28,3.03567,3.03567,2.90503,1.52422,1,2.8273e-09
53.8787,46.9532,125.577,77.815,159.13,-0.149776,0.809609,-0.87415,-1.00319,-1.11344,64.4953,127.315,362.482,2.40238,2.60949,2.50693,0.793343,1,2.8273e-09
53.2826,48.0615,67.8585,36.8178,46.4722,-0.75725,-1.30937,0.00164213,-1.49944,-1.29242,102.828,124.767,245.553,0.745155,2.61402,2.50144,2.55662,1,2.8273e-09
78.8436,37.2972,116.176,82.4558,162.22,-1.18308,-1.94872,-0.893541,-1.41152,-1.30545,73.1449,125.568,327.277,1.5769,2.43229,2.415,1.13442,1,2.8273e-09
101.554,84.3928,188.119,38.1353,207.842,0.933742,0.167554,-0.0823206,-1.03798,-0.296759,100.157,122.715,475.891,1.88314,3.21671,3.05202,0.672539,1,2.8273e-09
51.7325,45.3302,85.8487,27.9907,111.1,0.688393,-0.480817,-0.379993,-2.46067,-1.33354,62.7669,123.927,324.484,2.78273,2.78273,2.56947,0.350448,1,2.8273e-09
87.2642,45.7863,129.316,103.613,212.962,0.361827,-0.526419,0.399777,-0.292451,0.104759,66.9934,124.836,381.853,2.71799,2.71799,2.71773,0.496251,1,2.8273e-09
110.718,108.889,119.756,38.7883,99.3854,0.192765,1.26692,-1.4373,-1.18437,-1.80925,244.427,124.73,649.317,1.40363,2.57788,1.99709,2.5492,1,2.8273e-09
200.898,71.5077,262.235,47.7431,309.121,1.653,1.19859,0.0581749,1.12266,0.258665,75.2212,126.919,741.092,2.88138,3.24714,2.8285,0.368087,1,2.8273e-09
105.741,43.1522,127.394,15.6448,142.113,0.441589,-0.163129,1.72831,-0.580638,1.60046,50.7562,128.582,395.532,2.96622,3.16871,2.8957,0.32488,1,2.8273e-09
44.2413,41.2166,90.9885,48.4921,61.4368,-1.45499,-1.65154,-0.570152,-0.675882,-1.17571,65.1208,125.418,246.591,1.40817,1.40817,1.09545,1.67151,1,2.8273e-09
110.46,53.4326,150.345,86.018,200.63,0.973479,1.84059,-0.128971,-0.320738,-0.234638,101.652,126.854,524.152,2.38648,2.38648,2.11657,0.981613,1,2.8273e-09
205.279,69.9787,223.129,86.9601,303.9,0.145864,-2.36158,0.805407,0.0478984,0.628823,433.865,124.404,952.795,2.68484,2.78955,2.71046,1.94212,1,2.8273e-09
90.3873,70.9363,149.849,43.7335,152.864,-0.485181,-0.191604,-0.175471,0.239717,-0.103469,67.4112,123.503,364.243,2.19565,3.05834,3.04261,0.757426,1,2.8273e-09
56.9478,35.6191,109.612,66.4204,129.901,1.89665,1.14998,-0.26734,0.153363,-0.149004,44.5382,124.181,375.769,1.77919,3.43795,2.67146,0.597834,1,2.8273e-09
45.4861,45.1985,84.8958,54.2096,85.0091,-1.45803,0.319574,1.1402,0.319253,1.25374,97.1818,124.111,348.062,1.92481,4.0561,3.11467,0.703699,1,2.8273e-09
119.544,60.4961,114.654,103.023,185.788,-2.70782,-2.52693,-2.03074,-1.61057,-2.00432,39.2701,122.403,437.208,2.51044,2.56332,2.47229,0.375683,1,2.8273e-09
73.6513,57.8979,73.8892,71.4165,88.0786,-0.827925,-2.25036,-1.20443,-1.92997,-2.09645,130.782,127.506,315.253,0.800701,2.41579,2.38627,1.32359,1,2.8273e-09
80.0267,47.8543,58.6256,29.828,62.375,-1.8239,-0.238427,-0.502784,1.63315,0.640144,165.503,124.278,385.751,1.50174,1.50174,0.714057,3.02013,1,2.8273e-09
109.908,41.2185,109.58,38.8068,143.539,-0.961151,0.147526,0.722721,-0.884386,0.323838,115.433,122.374,383.449,1.66185,2.80654,2.24527,1.32728,1,2.8273e-09
71.1973,48.1019,223.351,63.6252,272.153,0.851817,1.30866,-0.430863,0.308097,-0.287494,35.9686,128.093,473.677,2.79367,2.86863,2.56589,0.325364,1,2.8273e-09
52.3586,40.1256,58.9117,54.9226,33.7856,-0.549747,-1.72292,-0.704439,-1.79601,-2.50731,95.6575,126.769,236.824,1.84617,2.45155,2.44666,1.94094,1,2.8273e-09
80.5202,35.7225,109.977,42.5699,91.9693,1.65358,-0.828838,-1.89906,-2.40743,-2.56373,172.101,126.682,771.77,1.80184,4.5273,2.80627,0.416318,1,2.8273e-09
88.4676,36.2957,75.7029,44.9623,109.639,0.321594,0.210576,-1.16617,0.603022,-0.683505,48.4894,127.59,310.414,2.51579,2.57996,2.10778,0.797271,1,2.8273e-09
147.781,52.1581,142.375,70.0118,188.992,1.40497,1.97772,-0.659938,-1.41409,-1.04808,57.9671,123.827,806.071,3.44638,3.44638,2.75929,0.137965,1,2.8273e-09
121.099,36.4436,208.213,42.8376,227.091,0.359864,-0.176127,1.41258,2.00502,1.63177,47.1123,121.158,502.998,3.11228,3.18248,3.00332,0.145142,1,2.8273e-09
214.235,86.9855,159.769,87.2449,246.463,-2.80174,-0.586705,-1.45741,-0.435463,-1.18118,422.103,127.049,838.517,1.69808,3.17113,2.87208,1.57999,1,2.8273e-09
131.007,38.9395,157.537,76.3068,198.318,-0.575128,-1.25035,0.404706,0.580959,0.540023,67.6148,125.408,485.587,2.46596,3.06487,2.90402,0.611933,1,2.8273e-09
40.6597,34.522,110.376,62.2275,123.879,1.15339,1.80157,-0.671119,-0.429337,-0.783555,26.717,121.859,374.729,2.88629,2.88629,2.23647,0.141879,1,2.8273e-09
52.0369,42.9684,115.241,43.1409,90.6524,-0.328804,0.140433,2.43803,2.41765,2.9853,24.1643,129.881,483.698,2.66351,3.80114,2.6064,0.0457848,1,2.8273e-09
55.8342,40.6308,79.1359,33.8294,63.102,1.72908,2.57226,-0.281865,1.17388,0.414031,87.4551,124.612,361.276,1.3986,2.94046,2.14532,1.84844,1,2.8273e-09
107.839,89.6411,176.965,52.0744,197.539,0.425727,-0.292966,0.551214,0.176587,0.539442,75.6676,121.434,442.942,2.48923,2.48923,2.48606,0.0611031,1,2.8273e-09
79.8653,40.7788,77.0346,66.6792,141.792,1.28884,0.249966,-2.32743,-0.777979,-1.86853,107.189,124.716,612.237,2.35918,4.5912,2.82872,1.6593,1,2.8273e-09
48.3614,41.5241,114.008,39.636,104.623,1.71532,0.611623,-0.692571,-1.31426,-1.17836,81.1267,120.267,407.016,2.04305,3.90989,3.08047,1.50785,1,2.8273e-09
48.5152,44.5583,112.973,50.1168,140.16,-1.66081,-0.956127,0.0539972,1.22055,0.565992,38.4048,124.79,391.398,3.01981,3.01981,2.4857,0.227138,1,2.8273e-09
52.1973,44.8584,54.3118,48.1897,86.8517,0.486016,-0.174432,-0.722551,1.11525,0.260149,37.0069,120.785,251.657,2.46983,3.0248,2.77286,0.269319,1,2.8273e-09
130.694,64.4624,71.8117,44.816,50.0447,1.52961,-1.33761,0.700113,-0.536475,0.555861,406.697,129.146,549.899,2.04967,3.15532,3.04433,2.82335,1,2.8273e-09
170.412,70.6355,129.111,109.523,204.785,1.09793,0.682948,-1.88496,-1.66365,-1.93483,58.287,125.318,1024.66,3.40664,3.85135,2.43623,0.295092,1,2.8273e-09
68.3737,54.1969,84.7114,84.1978,113.863,2.50167,2.72806,-0.896526,-1.15823,-1.3607,70.4211,126.715,914.282,3.97682,4.5765,3.06539,1.15751,1,2.8273e-09
79.3314,63.007,105.642,43.6221,81.688,1.5883,0.826144,-1.36929,-1.14673,-1.86003,60.5047,125.842,578.703,2.54239,3.58776,2.03093,0.311747,1,2.8273e-09
99.6467,39.4264,112.567,31.2396,97.9498,0.365146,1.81718,-0.565375,0.59614,-0.466247,136.566,128.017,383.812,1.22778,2.47849,2.29718,1.67266,1,2.8273e-09
53.7191,41.011,108.555,28.333,94.1089,-0.358276,-1.05965,-0.255119,1.07597,0.0925479,35.9918,127.22,272.895,2.29398,2.93722,2.93541,0.124506,1,2.8273e-09
47.7807,45.6732,63.5158,32.7798,49.7301,0.887842,-2.23629,-0.151206,1.66383,1.1857,229.157,125.543,428.137,1.24534,3.22497,3.053,2.20527,1,2.8273e-09
74.4462,73.5955,141.994,16.1061,132.673,-2.34139,-2.01835,-0.727669,1.00294,-0.657691,44.2003,127.013,459.232,3.14999,3.14999,2.70525,0.356816,1,2.8273e-09
139.988,73.212,126.816,62.6931,147.892,-2.10146,-0.0174172,-0.442077,-0.876668,-0.742508,295.602,124.768,552.561,1.58984,2.42845,1.77308,1.71886,1,2.8273e-09
218.852,47.5446,228.013,139.321,350.714,1.42451,1.19753,0.090439,-0.245684,-0.0396941,53.8617,124.728,797.988,2.93718,3.40318,3.1308,0.431845,1,2.8273e-09
125.647,40.9968,103.064,80.2114,134.89,-2.46512,-2.57582,-1.38333,-1.52852,-1.73093,135.16,124.776,397.32,1.19782,2.67952,2.45144,2.33858,1,2.8273e-09
44.1459,37.4973,69.7867,19.3674,50.4585,-0.296507,1.77577,-0.119707,-2.3393,-1.50386,121.627,123.635,331.674,2.14761,2.43112,2.42469,1.97809,1,2.8273e-09
139.509,121.861,210.979,92.7919,297.428,-0.956483,-1.06853,-0.192816,0.553327,0.0439364,111.088,123.402,662.596,2.64263,2.64263,2.52989,0.859615,1,2.8273e-09
103.96,63.0645,168.342,24.9336,148.671,0.167955,0.839658,1.15685,1.28706,1.39933,59.5194,123.789,394.212,1.15162,2.99105,2.82284,0.127629,1,2.8273e-09
62.3696,36.4677,94.9232,62.2908,96.7937,0.14893,-1.85318,-0.889992,-1.21785,-1.43691,139.416,126.446,311.996,0.73356,2.24714,1.99256,2.05077,1,2.8273e-09
69.4595,57.2542,60.4807,33.7107,79.2257,0.759636,-2.62426,2.06028,0.0141233,1.80348,339.216,120.656,754.925,2.92204,2.96854,2.66843,1.16013,1,2.8273e-09
204.432,195.555,224.019,21.2896,218.19,0.0236871,0.72961,-0.954823,-1.61824,-1.12198,189.312,121.435,818.518,2.86578,3.11287,2.95508,0.582346,1,2.8273e-09
95.3031,48.1105,161.024,26.0112,139.163,0.962005,-2.20111,1.30198,1.16333,1.54593,333.126,125.286,695.412,3.50765,2.86749,2.84727,1.81368,1,2.8273e-09
275.303,49.4028,375.989,31.119,388.378,-1.02002,-1.45053,-0.229244,-0.0640167,-0.227057,66.5222,123.369,804.56,2.63366,3.20144,3.10224,0.257205,1,2.8273e-09
98.5039,55.8359,93.7305,89.4807,144.48,1.15136,2.08087,1.76938,2.26884,2.27442,79.0154,121.769,373.033,2.28996,2.42575,2.3457,0.330297,1,2.8273e-09
67.6297,48.3986,85.6103,55.308,62.8212,-0.319435,-0.976455,1.23395,1.1093,1.91841,61.3248,126.432,371.278,2.06242,2.92374,2.47694,0.843578,1,2.8273e-09
210.361,56.149,175.297,95.7428,253.488,0.0469749,-0.450767,-0.528375,-1.13968,-0.818144,71.5817,125.204,587.867,2.33228,2.97381,2.91762,0.378649,1,2.8273e-09
81.1231,36.7702,84.026,72.4142,111.741,-1.67695,-1.17771,-1.30342,-1.99437,-1.99789,77.1043,122.515,287.164,1.55506,2.01853,1.98367,1.42031,1,2.8273e-09
84.7145,35.8875,105.957,54.1944,103.939,0.630982,0.00045441,0.0855465,-0.260063,-0.0497977,48.7379,124.652,296.555,1.46452,2.4948,2.43444,0.539809,1,2.8273e-09
87.6796,75.7144,78.2967,65.5476,140.772,0.00577432,-1.18066,-0.463885,1.08612,0.337387,108.174,126.013,412.279,3.00766,3.00766,2.97076,0.359583,1,2.8273e-09
137.659,65.73,195.744,30.5909,192.871,-0.116734,0.332336,0.230525,0.692719,0.347851,72.6638,123.817,442.025,1.25553,2.78148,2.75972,0.577745,1,2.8273e-09
102.695,86.1091,139.629,77.7557,216.947,-2.00426,-0.256247,-0.206538,-1.31873,-0.697881,205.153,122.728,533.686,2.54342,3.14589,2.58163,0.885738,1,2.8273e-09
67.4869,61.3654,85.8809,29.7112,60.6134,2.03287,1.72019,0.379156,-1.05707,-0.0699482,118.43,126.175,402.601,3.03596,3.03596,2.54604,2.22852,1,2.8273e-09
114.927,75.954,204.689,21.0634,193.984,-1.59795,-1.21899,0.787187,1.47584,0.979763,51.5798,124.343,736.426,3.04498,3.89204,3.07556,0.358889,1,2.8273e-09
126.655,43.5244,113.801,55.9555,123.653,-0.425521,1.78795,1.42312,1.94752,1.9245,240.384,123.768,534.184,0.67184,3.32022,2.75796,2.19381,1,2.8273e-09
90.9874,59.8601,180.641,25.7768,204.763,0.441449,0.457299,-1.03601,0.573681,-0.888577,62.3816,124.846,459.848,2.91974,3.28989,2.93947,0.810968,1,2.8273e-09
83.7432,33.7745,175.04,23.467,152.243,-1.08386,-1.24439,0.47304,0.0678919,0.547145,30.2499,130.04,411.804,1.44995,3.42574,3.05151,0.48359,1,2.8273e-09
52.0667,41.4275,105.374,38.1043,70.899,-0.144888,-0.544992,2.029,2.3458,2.8172,72.5099,126.356,432.941,2.54924,3.66736,2.95359,1.69143,1,2.8273e-09
268.93,142.14,333.544,73.0704,395.135,-0.708809,-0.487037,1.87571,2.35015,2.00622,83.5196,121.625,1624.42,3.59058,4.04214,3.10792,0.350054,1,2.8273e-09
153.992,81.6967,214.998,48.1739,244.039,0.580918,0.802535,-0.204453,0.512965,-0.075549,89.0845,123.564,544.071,2.73831,3.07205,2.96997,0.763412,1,2.8273e-09
38.0843,38.039,119.763,33.5805,91.5876,-1.86865,-1.75253,-0.140343,-0.190097,-0.251577,33.7676,123.028,303.245,1.5666,3.37415,2.8979,0.851619,1,2.8273e-09
111.261,38.4921,144.004,19.6105,144.361,0.109408,0.759413,0.352271,-1.31551,0.123502,83.9752,125.629,350.667,1.94434,2.95358,2.94358,1.07122,1,2.8273e-09
72.6794,35.6959,60.9987,56.9421,36.2648,-1.50443,1.03817,0.128441,-0.644367,-0.783847,193.288,121.551,329.115,0.982305,3.26416,2.82639,2.45584,1,2.8273e-09
157.51,44.8917,133.036,20.8946,132.299,0.149524,0.00475811,-0.342548,1.25913,-0.0953559,70.1796,122.407,381.314,1.83047,3.17887,3.14056,0.799455,1,2.8273e-09
42.304,36.986,75.1469,17.9376,61.6473,-0.827086,-2.03751,-0.314598,1.95187,0.580778,51.9282,123.732,313.327,2.48329,2.48329,2.42983,0.165968,1,2.8273e-09
55.4434,42.3358,96.5761,21.6812,75.2219,1.00971,-1.7704,0.605582,-0.972066,0.480731,187.78,121.297,360.157,0.802521,2.35505,2.32012,0.892834,1,2.8273e-09
229.818,60.0061,156.719,104.824,260.801,0.0661892,1.40656,-1.8966,-0.961834,-1.61172,202.913,125.771,925.808,3.24519,3.57409,2.9869,0.92214,1,2.8273e-09
117.972,76.9361,73.6217,73.5602,101.927,-1.00356,-0.956514,-0.257354,0.642341,0.303492,184.211,126.336,409.934,1.71362,2.26125,2.13457,2.5841,1,2.8273e-09
92.3624,75.9948,136.321,19.4419,118.473,-0.652587,-1.28733,-1.03438,0.202782,-1.12665,82.7045,121.767,345.424,1.64438,2.76313,2.73662,0.721831,1,2.8273e-09
91.8944,38.4618,87.564,78.2644,108.205,-0.813426,-0.377934,-1.18517,-1.16781,-1.5502,98.7465,125.669,306.886,1.37556,1.654,1.61168,1.82188,1,2.8273e-09
62.4403,37.977,93.1032,36.1773,74.9715,-1.17025,-1.11899,-1.45075,-0.29618,-1.70103,70.9146,126.902,247.272,2.0901,2.61631,2.60123,1.5941,1,2.8273e-09
87.2815,55.9852,118.266,79.5798,163.827,-0.454038,0.441372,-1.3492,-1.88124,-1.77131,99.561,122.602,461.634,2.5141,2.5141,2.34934,1.1008,1,2.8273e-09
243.674,111.134,118.343,68.5637,139.773,0.126953,-0.909439,0.308725,0.458719,0.47992,360.275,124.822,605.009,1.40175,1.98218,1.97383,2.48471,1,2.8273e-09
89.7174,34.5363,69.5663,55.8797,49.8833,-0.153311,2.42182,0.967873,1.82317,2.30219,213.135,127.553,360.27,1.36359,1.65799,1.22142,2.35559,1,2.8273e-09
54.0898,45.7438,58.4899,27.3416,78.7068,-2.04458,-2.36787,-0.513045,1.93461,0.716092,25.1781,128.845,485.516,3.46204,3.46204,3.10485,0.288615,1,2.8273e-09
287.024,85.2598,247.099,43.5669,273.602,-0.848269,-0.339804,-0.188783,-0.848496,-0.318037,267.169,120.358,693.685,1.70599,2.77069,2.69106,1.86562,1,2.8273e-09
54.3195,49.046,55.6382,46.2638,30.8953,0.498449,-1.6724,0.617639,2.05204,2.63217,167.283,125.293,431.421,1.65731,3.13224,3.12998,2.42901,1,2.8273e-09
120.807,34.61,123.812,64.29,142.817,-0.248387,-0.399225,1.55447,1.24184,1.70998,130.289,125.577,479.568,1.97603,3.3085,2.77415,3.07043,1,2.8273e-09
53.0646,46.1677,56.6829,36.9775,46.9785,0.668,0.582776,0.753668,-1.08258,-0.0306689,100.223,125.919,244.109,1.79175,1.79175,1.7897,2.96917,1,2.8273e-09
36.6795,33.5372,80.7877,52.0108,39.311,-2.01601,1.23885,0.828319,0.997308,1.95275,185.33,127.32,388.52,1.78246,3.3331,1.73763,2.75382,1,2.8273e-09
140.752,38.0108,193.433,25.2112,181.137,-0.648121,-0.620333,0.601773,0.407864,0.685508,52.1269,123.202,474.535,1.93155,3.34862,3.10661,0.66667,1,2.8273e-09
51.2184,45.7038,86.9888,50.1572,72.3924,-1.43351,-1.58254,-2.27833,-1.66949,-2.72255,28.084,123.436,248.06,1.05364,2.69523,2.5594,0.514707,1,2.8273e-09
74.2249,59.1008,39.6121,28.3574,51.5939,-0.369646,-2.81839,0.390082,-2.22409,-1.53124,243.922,123.017,399.888,3.15614,2.03382,1.8866,2.73886,1,2.8273e-09
110.885,50.6431,183.572,66.8826,218.795,-1.02359,-0.648754,0.131229,-0.195508,0.0502525,39.125,127.195,458.648,2.48498,3.00617,2.77551,0.280691,1,2.8273e-09
38.3162,33.5795,86.3728,64.4658,86.2429,0.87554,1.00458,0.377269,0.716891,0.859877,17.8708,126.344,228.796,2.07062,2.75351,2.70805,0.430803,1,2.8273e-09
103.3,36.1584,132.484,27.0946,155.449,-0.555256,-0.846651,0.660196,2.40281,1.22755,45.9261,123.511,451.064,2.55124,2.55124,2.2431,0.672735,1,2.8273e-09
100.486,62.6455,137.928,77.1472,215.075,-1.08069,1.07599,0.569743,-0.585311,0.162604,212.45,125.883,515.199,2.62419,3.51094,3.09883,0.609459,1,2.8273e-09
61.1608,59.5235,89.6618,18.4329,106.906,1.17634,-1.59699,-1.08323,1.34415,-0.723862,238.498,125.776,426.033,2.56065,3.33442,2.45209,1.32251,1,2.8273e-09
99.8202,47.8508,139.507,41.3402,160.131,0.722452,0.627886,-0.906905,0.232918,-0.76534,44.5143,124.112,424.762,2.183,2.87866,2.37315,0.590276,1,2.8273e-09
60.3156,42.6757,86.1563,59.8523,91.4471,-0.908639,-0.0503904,-0.0296439,0.672279,0.432378,63.0821,124.911,286.755,2.20025,3.17096,3.04669,0.861412,1,2.8273e-09
88.7924,44.4425,66.3356,48.1068,114.433,0.758132,0.767825,-1.84277,0.120942,-1.31754,48.2668,129.643,427.059,2.39514,4.0292,3.0773,0.745141,1,2.8273e-09
49.9492,36.9928,108.65,38.4964,80.2011,2.03003,1.26022,-0.635459,-1.2332,-1.28745,77.9068,129.458,452.978,2.69581,3.69253,2.55537,1.8111,1,2.8273e-09
82.0687,52.9026,83.3477,62.6691,120.436,-2.92354,-0.942747,-0.382755,-1.61221,-1.208,183.395,125.529,444.231,1.29356,3.40883,2.27256,1.68792,1,2.8273e-09
51.9574,41.1952,135.063,24.1875,114.499,1.44911,0.847717,0.151365,-0.82662,-0.0159631,32.6117,125.03,312.157,1.77869,3.32709,3.06356,0.173005,1,2.8273e-09
52.9114,42.3619,92.9526,32.5229,63.6206,-2.36052,1.26349,-0.31458,0.776505,-0.0291677,285.468,125.167,458.039,1.11347,3.58625,2.94539,0.833679,1,2.8273e-09
60.014,33.4461,97.8334,60.3371,96.0459,-0.138134,-2.57957,-0.482525,-0.855353,-0.961138,149.256,128.931,339.734,2.07325,2.15078,2.12303,1.0936,1,2.8273e-09
92.7761,35.8159,96.8501,53.9114,124.468,-1.74759,-2.29187,-1.48044,-0.235344,-1.31303,38.1476,128.19,338.721,2.81793,3.13705,3.12565,0.0277377,1,2.8273e-09
39.7233,38.4578,86.4611,48.3564,76.6493,1.88709,1.4674,-1.9626,-1.14292,-2.2773,20.8433,123.574,595.978,3.45601,4.29231,1.89835,0.0585873,1,2.8273e-09
108.17,59.3055,246.305,16.9593,239.403,1.52924,1.76039,1.41887,0.452925,1.45896,51.7578,127.296,433.978,2.24789,2.9166,2.91451,0.48145,1,2.8273e-09
57.7035,44.4064,99.9658,42.9722,65.3527,0.149442,0.443277,0.581624,0.706745,1.1639,30.2338,127.388,244.696,1.13125,2.13172,2.08745,0.446903,1,2.8273e-09
52.826,40.128,63.0599,49.4268,95.5455,-1.14035,-1.41792,0.107199,1.88629,1.31966,37.8222,127.602,408.93,2.59374,2.59374,2.27401,0.745479,1,2.8273e-09
71.0878,51.0881,93.876,72.2035,163.647,-0.702512,-0.346509,-2.26957,-0.910324,-1.88133,46.8559,124,376.738,2.6021,3.14361,2.72518,0.672018,1,2.8273e-09
43.5082,39.4059,75.6357,52.7485,80.4069,-0.847253,-0.233945,-1.38778,-0.314904,-1.43318,60.8275,122.749,237.595,1.5708,1.59378,1.49932,1.3861,1,2.8273e-09
51.3915,33.1274,49.9743,41.0647,84.7386,-2.1107,-2.08126,0.267314,2.46314,1.81335,34.5321,125.201,638.971,3.8363,3.8363,3.01036,0.780838,1,2.8273e-09
37.1936,34.4937,43.3838,42.868,84.9802,2.00436,-0.427311,2.33997,-0.0349027,1.68648,111.465,129.086,289.627,2.91193,2.91334,2.89394,0.335286,1,2.8273e-09
46.8866,36.2463,82.061,57.7931,75.6958,-2.49215,1.1523,1.6347,1.01794,1.9908,249.341,125.265,656.198,1.95901,4.90064,2.64298,0.360729,1,2.8273e-09
64.0379,51.846,119.546,35.7711,95.9973,0.50802,2.70708,2.43573,2.41666,2.90775,161.66,122.104,382.076,1.91587,3.43501,2.8431,0.862102,1,2.8273e-09
126.594,51.2655,148.54,47.2688,170.879,-1.50152,-1.10704,1.14045,0.222238,1.06783,41.9069,124.455,678.27,2.82773,3.87198,2.83059,0.257477,1,2.8273e-09
77.5427,49.0989,124.179,33.2529,91.7359,-0.292837,0.840239,-1.85713,-1.64594,-2.3385,118.841,128.663,463.617,2.62242,2.62699,2.11047,1.67585,1,2.8273e-09
171.358,169.817,145.99,85.4013,195.498,1.54618,1.6105,-0.702535,-0.45695,-0.713416,290.236,126.801,934.254,2.51105,3.74806,2.99854,2.02118,1,2.8273e-09
148.144,44.1371,180.989,31.3111,199.889,1.13808,1.67593,1.83405,0.543979,1.77019,49.5701,126.215,440.792,2.36026,3.10046,3.02134,0.200651,1,2.8273e-09
121.84,57.3739,152.186,150.364,293.598,0.939163,1.49011,1.97522,1.32898,1.72999,58.5031,123.411,510.813,2.82702,3.26205,3.09314,0.120114,1,2.8273e-09
104.936,82.8267,129.804,40.9286,122.762,-0.127916,1.11926,1.62486,2.34802,2.16703,177.546,130.309,502.689,1.39765,2.83925,2.23363,1.4817,1,2.8273e-09
76.1701,75.3208,128.138,78.9251,177.572,0.896082,1.95304,0.273094,0.929437,0.631842,93.8609,125.93,429.772,2.36965,2.60489,2.5293,0.500627,1,2.8273e-09
66.6719,51.5249,87.1282,41.9363,89.8105,-1.9042,0.463641,-0.678659,-1.93083,-1.56472,211.141,122.921,359.525,1.14343,3.34141,3.10855,3.12391,1,2.8273e-09
63.6982,59.2784,78.8921,28.5931,96.6619,0.961202,0.820733,-1.47605,0.555351,-1.20553,57.6221,123.262,388.908,2.28816,3.86214,2.99598,0.926625,1,2.8273e-09
90.0696,58.7632,130.425,39.2779,115.875,1.02246,-1.15007,1.88457,2.2138,2.34181,227.031,126.223,599.524,2.25529,2.25529,2.08401,1.99403,1,2.8273e-09
71.6082,62.6123,72.1248,21.1337,91.9464,0.169009,-0.790243,-2.40528,0.00215376,-2.16737,133.684,119.412,378.885,1.67639,3.47958,2.34105,2.06286,1,2.8273e-09
92.0455,33.4323,94.9771,65.7386,118.666,-0.908222,0.855946,-0.148282,-0.92573,-0.659537,115.035,125.362,341.346,2.04097,2.83451,2.73074,0.455239,1,2.8273e-09
109.353,52.1512,92.655,90.626,146.307,-1.71515,-1.3102,-1.48272,-2.19321,-2.11026,46.8197,128.865,362.774,2.49188,2.49188,2.48102,0.380314,1,2.8273e-09
134.335,43.8957,209.07,39.474,227.012,-1.79235,-2.02537,0.383353,-0.435905,0.279877,113.338,126.869,689.601,1.71367,3.58457,2.84877,1.6125,1,2.8273e-09
110.128,38.4178,97.7825,65.4358,158.908,0.570841,0.851712,-0.525331,0.826813,0.0422634,51.3565,122.398,365.458,2.60339,2.76572,2.53922,0.670542,1,2.8273e-09
95.9916,41.7443,170.174,36.9111,166.7,-1.36515,-0.292542,1.47455,1.32962,1.64811,96.1442,123.4,670.987,2.81972,4.17439,3.05968,1.02049,1,2.8273e-09
86.0346,56.0666,54.4322,41.6134,88.8834,1.95853,-1.81942,1.58305,-0.565005,0.983188,451.024,128.322,631.967,2.45707,2.45707,2.42821,0.63904,1,2.8273e-09
99.0781,85.0376,223.71,30.0419,219.711,1.03339,1.13749,0.142246,0.146683,0.164707,55.3525,126.955,485.268,2.00256,3.10424,2.97358,0.537905,1,2.8273e-09
277.215,60.8456,138.145,76.5956,213.819,-0.806138,0.949395,-0.361289,-1.48913,-0.875833,367.578,123.868,682.727,1.31081,3.05831,3.02578,3.00729,1,2.8273e-09
112.252,61.1915,129.309,60.1927,163.145,0.734935,1.26842,0.0493198,0.957087,0.434827,109.23,127.126,401.668,2.03294,3.1811,3.10634,1.27428,1,2.8273e-09
124.939,41.5177,110.966,78.7541,144.595,0.090591,-1.0009,-0.821593,-1.04011,-1.12524,102.842,124.519,401.365,1.56924,2.60457,2.43962,0.841311,1,2.8273e-09
91.438,61.4523,107.6,46.7664,92.3717,-0.183823,-2.28667,0.235072,0.448476,0.491117,223.912,124.605,490.653,0.730345,2.51813,2.48304,1.85575,1,2.8273e-09
38.8982,34.9414,45.0857,24.5007,26.7005,-1.29231,-1.51236,-0.0738669,2.40386,2.29478,72.9296,123.181,341.326,2.85539,2.85539,2.58237,2.65342,1,2.8273e-09
232.62,188.168,271.708,103.309,354.727,-1.08053,-0.816653,0.125453,0.161447,0.143079,296.271,121.83,921.21,2.15028,3.07479,2.82841,1.52186,1,2.8273e-09
80.1643,40.6442,132.432,48.5227,131.007,-2.36835,-1.65687,-0.76589,-0.988871,-1.06688,55.7106,126.106,375.319,1.39357,3.12919,2.68773,0.587586,1,2.8273e-09
72.8115,36.9897,107.866,48.7909,92.686,-1.35665,2.08705,0.778921,1.03983,1.27647,298.062,127.714,492.984,1.41748,3.66231,2.97521,2.42926,1,2.8273e-09
