ptb1,ptb2,pta1,pta2,ptaa,etab1,etab2,etaa1,etaa2,etaaa,mbb,maa,mb1h,mbbh,drbamin,drba1,dphiba1,dphibb,class,weight
83.6619,0,90.6174,18.6058,105.409,0.18711,0,-1.8102,0.56511,-1.62909,5.55555,125.441,305.231,305.231,0.56611,3.41353,2.76819,2.83685,3,-2.14554e-09
53.4114,0,59.5147,23.5275,36.9415,0.857605,0,0.188992,-1.99924,-1.44443,6.35859,124.005,221.627,221.627,2.00168,2.84921,2.76965,0.49653,3,-2.14554e-09
43.6418,0,94.2489,38.01,72.7517,1.97279,0,-0.914382,0.172477,-1.05762,5.1096,129.864,327.283,327.283,1.42672,3.73033,2.36213,1.26694,3,-2.14554e-09
47.0661,0,75.2,65.0779,60.7906,2.58679,0,-1.31491,-1.53531,-2.21094,9.96743,127.362,621.484,621.484,1.82,4.56521,2.37021,2.63425,3,-2.14554e-09
67.7851,0,91.8386,47.0247,60.3466,-0.324555,0,0.17226,0.333711,0.506422,9.61949,125.515,214.12,214.12,1.44453,2.92692,2.88445,0.523181,3,-2.14554e-09
35.1258,0,60.0793,41.4661,29.0824,-0.403558,0,1.72028,0.126147,2.45246,4.05623,131.363,199.949,199.949,0.152423,2.68454,1.64197,2.0367,3,-2.14554e-09
49.4008,0,54.6336,44.8477,47.0825,1.98793,0,0.857491,-0.78544,0.289943,5.16766,126.18,255.858,255.858,2.52491,2.52491,2.25772,0.232202,3,-2.14551e-09
32.7374,0,66.9364,65.1512,51.3613,-0.867663,0,0.0132378,0.422302,0.542064,3.52566,124.696,182.96,182.96,0.0746484,2.28366,2.10692,2.03345,3,-2.14554e-09
35.6907,0,85.1183,35.1346,63.3666,0.327161,0,0.337227,-0.880274,-0.0918535,4.48696,124.313,175.259,175.259,0.404758,2.78902,2.789,2.56516,3,2.14554e-09
39.3886,0,101.46,40.0791,76.1469,-2.19595,0,-0.656755,-0.307278,-0.952794,3.42081,121.394,225.245,225.245,0.7688,3.40085,3.0326,1.536,3,-2.14554e-09
36.2337,0,50.4517,22.2371,37.9097,0.156594,0,-1.3085,1.16966,-1.15475,5.69537,122.756,168.811,168.811,1.19255,3.40819,3.07722,0.478285,3,-2.14554e-09
44.1568,0,114.585,40.9086,98.9503,0.214815,0,-0.949164,-0.494581,-1.18624,7.2784,123.986,214.689,214.689,1.42946,2.65893,2.39062,1.32177,3,-2.14554e-09
38.7327,0,80.8866,48.2122,45.3624,2.45985,0,0.96594,1.54262,2.1818,4.37291,126.262,198.629,198.629,1.59106,2.77172,2.33467,0.926668,3,-2.14551e-09
37.7095,0,73.7679,38.1169,35.6621,-2.48256,0,0.0558184,1.19879,1.3142,4.94897,123.844,328.884,328.884,1.69029,3.02607,1.64734,2.70271,3,2.14554e-09
53.9285,0,87.4088,68.6438,109.149,0.0628699,0,-1.29054,-0.499151,-1.28671,3.34691,128.05,237.254,237.254,1.30987,2.84569,2.50325,2.72749,3,-2.14551e-09
135.861,0,176.399,52.2843,190.701,-1.0651,0,-1.24491,-1.17154,-1.38526,11.1503,126.408,361.754,361.754,1.65642,2.97779,2.97236,0.705892,3,-2.14551e-09
58.4087,0,71.5765,41.3157,33.7109,2.0322,0,-0.743056,0.323947,-1.09235,5.89297,123.721,316.739,316.739,1.37547,3.81902,2.62352,1.46603,3,-2.14551e-09
87.3299,0,87.356,61.5933,87.091,-0.042967,0,1.28452,1.88287,2.0809,20.7323,128.785,320.133,320.133,2.64796,2.68678,2.33592,0.149735,3,-2.14551e-09
36.0769,0,66.4318,55.4776,29.9418,0.416305,0,0.85996,0.129334,1.60648,3.67193,126.577,166.303,166.303,0.866641,2.04374,1.995,2.46667,3,-2.14554e-09
92.6377,0,98.2656,56.4612,102.028,-1.09499,0,-0.806951,-0.221591,-0.872836,17.7076,124.445,260.786,260.786,0.585361,2.86972,2.85523,1.09419,3,-2.14551e-09
118.108,0,82.7921,50.2311,125.937,-1.67828,0,-2.41448,-0.784072,-2.09292,7.13633,124.766,295.576,295.576,2.79033,3.06782,2.97818,0.0500381,3,-2.14554e-09
51.9323,0,100.578,27.7949,77.04,-0.187976,0,-0.242677,1.01718,0.113441,8.01711,124.902,197.6,197.6,1.21366,2.95119,2.95068,1.76153,3,2.14554e-09
66.1251,0,98.6814,56.9418,94.3848,0.222773,0,2.16955,1.79539,2.53728,8.46696,126.909,307.696,307.696,2.25474,3.34966,2.72586,0.822019,3,2.14551e-09
152.551,0,134.148,32.376,119.029,-1.92905,0,-1.31149,-0.744925,-1.51368,26.1677,122.451,344.195,344.195,1.39544,3.15073,3.08961,0.153209,3,-2.14551e-09
47.7105,0,67.8224,32.1897,41.209,0.704661,0,0.353116,2.0798,2.01145,5.31252,128.841,184.267,184.267,0.359202,2.67725,2.65407,2.58823,3,-2.14554e-09
113.553,49.9074,192.446,46.0545,205.108,0.294044,0.0122148,0.0285446,-0.228271,-0.0249132,38.0652,124.1,343.482,404.539,2.09061,3.11951,3.10819,0.374251,3,-2.14554e-09
41.4472,0,75.9521,64.626,67.6575,0.150712,0,0.0479216,-0.427951,-0.359741,3.00401,127.739,185.855,185.855,0.548974,2.10873,2.10622,2.3715,3,-2.14554e-09
74.2938,0,105.217,69.2143,122.099,-0.0235435,0,-0.777976,-0.743367,-1.01687,15.2992,124.607,258.895,258.895,0.746068,2.96329,2.86564,1.8447,3,-2.14554e-09
48.8092,0,94.2345,43.742,62.9477,-1.61822,0,-0.940227,-1.36937,-1.78713,4.2682,125.881,194.35,194.35,1.13262,2.67966,2.59247,1.96096,3,2.14551e-09
66.7741,61.8773,69.5631,42.2275,31.2466,1.37731,-1.5108,1.79623,0.674026,2.71318,287.011,125,178.812,507.871,1.00417,1.00417,0.912611,2.75334,3,-2.14554e-09
96.4428,0,38.6072,38.2696,76.8321,0.493478,0,2.36544,-0.0939294,1.68553,6.28501,120.254,247.919,247.919,2.46699,3.31407,2.73475,1.15149,3,-2.14554e-09
54.0575,35.4635,109.982,42.505,87.6558,0.549395,-2.40959,-0.308655,-0.0715426,-0.416063,190.864,125.829,217.666,366.825,2.33953,2.71309,2.57383,1.32734,3,-2.14551e-09
35.9431,0,52.716,42.1702,18.0558,1.75208,0,0.811124,-0.746831,0.673463,7.01262,123.519,201.923,201.923,0.959426,2.79323,2.62997,3.1408,3,-2.14554e-09
76.988,0,89.2055,45.661,73.756,-2.08595,0,0.974224,0.250131,1.2114,6.91904,122.391,457.843,457.843,1.18293,4.1728,2.83683,2.43133,3,-2.14551e-09
36.6105,0,80.5164,51.2685,45.8102,-1.3874,0,-1.85219,-1.72242,-2.83619,5.57518,123.848,168.651,168.651,1.79731,1.79731,1.73617,0.983917,3,-2.14554e-09
92.7189,0,90.4255,46.1783,90.3385,2.96912,0,2.03944,1.09849,2.20134,5.32364,120.323,286.098,286.098,2.27805,2.27805,2.07971,0.0944473,3,-2.14551e-09
42.6168,0,63.2158,52.5417,32.1089,0.694529,0,0.645449,1.74589,2.47639,4.76455,129.668,178.917,178.917,1.73768,1.73768,1.73698,0.908629,3,-2.14554e-09
91.2791,0,53.5623,41.29,92.0573,0.120751,0,0.650418,-1.50557,-0.530063,12.6359,124.32,251.91,251.91,2.94657,3.17231,3.12778,0.131581,3,2.14554e-09
37.389,0,79.6352,53.9893,47.676,2.15182,0,0.480369,0.618381,1.23799,6.25368,125.158,212.795,212.795,0.642302,2.66218,2.07206,1.86615,3,-2.14554e-09
38.5607,0,69.0081,60.2241,43.262,-1.67548,0,-0.175319,-0.737302,-1.13974,5.6396,127.188,193.323,193.323,1.84983,1.84983,1.08231,0.417831,3,2.14554e-09
45.8298,0,89.7485,46.0978,61.9841,-2.66973,0,-2.46909,-2.18546,-3.15929,6.56716,122.259,183.527,183.527,1.044,2.92189,2.91499,2.46779,3,-2.14554e-09
50.8095,0,51.8203,14.6206,61.163,2.55479,0,-2.07271,0.920361,-1.83742,3.97231,119.619,541.902,541.902,2.7143,5.5891,3.13437,1.3273,3,-2.14554e-09
124.855,0,127.597,14.7965,142.058,1.87631,0,0.765179,-1.57689,0.494631,14.5648,127.048,401.191,401.191,2.96298,2.96298,2.74675,0.882213,3,-2.14554e-09
69.5525,44.0653,88.7074,42.6236,98.8311,1.59525,-2.51402,0.180435,1.48501,0.927305,439.278,121.989,248.385,637.781,2.00881,3.06368,2.71743,2.86321,3,-2.14554e-09
35.7684,0,60.9456,23.6079,54.029,1.22173,0,-0.892796,1.39258,-0.315903,5.44127,125.066,198.272,198.272,1.40844,3.77293,3.1247,1.27538,3,-2.14551e-09
58.2101,0,77.1758,33.2363,44.4644,-2.22938,0,0.966086,-0.465757,1.24326,10.5103,128.198,378.542,378.542,0.959515,4.43086,3.06945,0.632152,3,2.14551e-09
69.4225,0,88.4294,41.2518,73.977,-1.79366,0,-1.30754,-2.40765,-2.33569,3.45272,127.369,217.027,217.027,1.52147,2.7749,2.73198,0.177925,3,2.14551e-09
36.4356,0,70.3381,52.4894,24.2506,-2.69793,0,-0.430924,-0.71298,-1.80772,2.55272,121.631,235.988,235.988,0.615124,3.19977,2.25815,2.69711,3,-2.14551e-09
48.8354,0,62.7901,49.3525,15.2561,-0.799112,0,-1.65731,-0.498358,-3.18652,6.47037,130.356,178.956,178.956,1.19812,2.3265,2.16243,2.19857,3,2.14554e-09
75.8701,0,128.829,18.0492,111.892,0.134073,0,0.58048,-0.913907,0.514673,8.66248,123.642,240.336,240.336,0.600501,2.84366,2.8084,2.65463,3,2.14551e-09
41.0619,0,76.4296,56.3129,40.2424,0.916472,0,1.38819,1.47259,2.56459,5.90029,126.617,178.156,178.156,1.82018,2.68541,2.64365,2.10549,3,-2.14554e-09
59.4682,0,99.5862,34.2246,71.0409,-2.02094,0,-2.06297,-1.07939,-2.50056,5.92806,128.181,201.825,201.825,1.71229,2.1932,2.1928,2.43524,3,-2.14551e-09
116.139,0,97.7242,59.35,110.957,0.283812,0,1.21857,0.385966,1.23346,14.3076,128.916,297.945,297.945,1.45373,2.42819,2.24105,1.00413,3,-2.14551e-09
51.1594,0,103.733,34.5072,69.8671,-0.198512,0,1.03406,0.47145,1.47254,5.08894,124.065,216.265,216.265,1.11925,3.30161,3.0629,1.25182,3,-2.14554e-09
38.1488,0,63.7947,34.2085,39.708,-1.92637,0,-0.108583,-1.67734,-1.6092,7.16108,120.808,188.604,188.604,0.476478,2.8961,2.25456,2.7185,3,-2.14551e-09
33.9426,0,70.916,56.2178,35.0297,-0.652432,0,-1.12148,-0.792002,-2.13871,6.60728,123.986,164.708,164.708,0.853481,2.54225,2.49861,1.47011,3,2.14551e-09
45.7627,0,71.4749,65.5841,58.5066,-0.388758,0,0.405148,0.295088,0.766819,8.34354,124.173,192.45,192.45,0.685484,2.49575,2.36611,1.0349,3,-2.14554e-09
44.7592,0,80.7165,39.0768,63.1328,1.29811,0,2.48968,1.24501,2.85294,6.98648,126.156,195.76,195.76,1.42859,3.07653,2.8364,0.476947,3,-2.14551e-09
52.7973,0,49.3254,27.503,34.1969,1.70142,0,-0.375607,1.98678,1.57925,5.83397,128.646,210.203,210.203,2.01069,3.06908,2.25948,1.92223,3,-2.14554e-09
103.289,0,88.6447,78.5418,134.985,1.25997,0,-0.32411,0.558679,0.125329,7.53179,124.571,331.943,331.943,0.59263,3.11226,2.67896,2.14168,3,-2.14554e-09
94.9271,0,103.025,64.538,109.914,-1.22399,0,-1.05668,-1.12934,-1.44304,11.7412,126.615,263.191,263.191,1.34254,2.42472,2.41894,1.36318,3,-2.14554e-09
39.2056,0,55.1902,33.108,53.1845,-0.0363582,0,0.885938,-1.1725,0.134993,9.63703,125.94,175.679,175.679,1.197,3.07137,2.92962,2.12468,3,2.14551e-09
51.4919,0,57.2732,25.3654,48.6531,2.17095,0,2.45225,0.236612,2.63131,5.87653,122.608,188.112,188.112,1.92277,2.49578,2.47988,0.240992,3,-2.14554e-09
36.7693,0,36.3525,31.9456,16.3812,1.55349,0,-1.05589,1.32538,0.57497,6.03145,121.428,189.623,189.623,1.13758,2.75462,0.882637,1.30594,3,-2.14551e-09
74.1945,0,104.448,18.7297,88.3005,-2.16202,0,-1.10923,0.648062,-1.16721,13.146,123.047,276.705,276.705,1.33582,3.28836,3.11528,2.37094,3,2.14554e-09
34.2699,0,63.9715,50.6456,24.1586,2.26514,0,0.978814,-0.0293489,1.80716,5.13486,127.024,209.197,209.197,2.56453,2.56453,2.21859,0.660541,3,-2.14551e-09
97.884,0,98.8814,49.4875,87.5692,0.495715,0,0.769807,1.39398,1.45545,11.3619,127.727,260.418,260.418,0.833517,2.63066,2.61635,2.29674,3,-2.14551e-09
47.797,0,71.211,66.3052,50.0765,-0.985501,0,-1.7002,-1.55033,-2.60707,4.85102,128.489,191.039,191.039,1.56844,1.56844,1.39614,2.06577,3,-2.14554e-09
66.0287,0,88.9866,31.7233,85.3284,2.57331,0,0.580677,2.11766,1.51419,9.66489,124.014,274.375,274.375,0.708414,3.48815,2.86297,2.45718,3,-2.14551e-09
37.7366,0,56.4013,52.8056,32.7929,0.675379,0,0.535893,1.78942,2.4328,6.05143,127.187,172.874,172.874,2.03802,2.03802,2.03324,0.625869,3,-2.14551e-09
40.7723,0,61.1031,58.3704,4.70874,-0.186374,0,0.778045,0.244979,3.34858,8.00231,123.65,169.242,169.242,1.66359,2.55893,2.37023,0.80987,3,2.14551e-09
80.8556,0,98.1883,46.1108,98.277,0.221546,0,2.00404,0.996409,2.13923,5.12323,127.134,300.891,300.891,1.91573,3.25647,2.72531,1.87928,3,-2.14554e-09
255.761,70.3187,210.224,76.6764,265.706,0.0349316,0.702728,-0.191701,-0.701663,-0.364021,250.078,126.474,547.411,652.701,1.65438,2.46937,2.45894,2.06921,3,-2.14551e-09
35.9559,0,76.7325,49.6392,32.3554,0.367397,0,-0.615884,-0.704806,-1.72866,8.1663,122.283,177.445,177.445,0.71418,3.1854,3.02984,2.89176,3,2.14551e-09
46.0369,43.0179,54.9937,41.2755,13.8908,1.49117,-0.839874,0.275343,-1.27687,-2.04721,157.062,125.435,238.256,303.605,1.12819,3.29954,3.06737,3.04524,3,-2.14551e-09
35.1766,0,67.3206,37.7489,29.6341,0.325214,0,-0.635694,0.706053,-0.54064,4.77421,124.36,164.919,164.919,1.59182,2.64338,2.46254,2.14385,3,-2.14554e-09
62.2714,0,92.0569,44.9861,56.5837,-0.0176436,0,-2.05301,-1.99412,-2.90437,6.35139,124.874,296.322,296.322,2.04295,3.7232,3.11761,1.58248,3,-2.14551e-09
96.3229,0,100.548,38.9214,62.1906,-0.819521,0,0.228839,-0.0112901,0.358428,9.58811,125.741,262.605,262.605,1.29733,3.25072,3.07703,1.36641,3,-2.14554e-09
67.6312,0,78.7919,49.3323,37.7243,-0.543178,0,0.928375,1.06946,2.07281,5.80221,122.761,249.187,249.187,1.41332,3.11802,2.74893,0.151062,3,-2.14551e-09
46.8639,0,80.2641,18.1064,81.6104,-1.3661,0,-1.00187,1.40357,-0.680664,7.24905,127.86,213.737,213.737,2.80496,2.80496,2.78121,1.44752,3,-2.14551e-09
48.1068,0,90.356,40.7493,55.9795,2.16237,0,2.22829,1.57043,2.90226,10.4068,125.326,186.49,186.49,1.77306,2.72522,2.72442,0.0249036,3,-2.14554e-09
36.4612,0,70.9729,58.2691,66.5596,0.0555061,0,0.328561,-0.511476,-0.110637,6.55021,123.965,175.295,175.295,0.656909,2.19465,2.17759,2.44192,3,-2.14554e-09
86.8903,0,102.452,24.8072,84.7646,-0.683009,0,-0.64433,-2.11194,-1.45494,5.84784,124.66,240.065,240.065,0.875145,2.8525,2.85224,2.83873,3,2.14551e-09
33.7877,0,41.4156,40.2972,32.4894,0.449683,0,2.33765,0.174475,2.60918,5.71031,130.357,177.728,177.728,1.42246,3.03057,2.37064,3.00005,3,2.14554e-09
54.9204,43.0857,135.224,29.3986,106.063,-1.37064,-2.84407,-0.192241,-0.442215,-0.365054,80.5563,126.889,242.501,414.058,2.40186,3.17549,2.94875,0.308405,3,-2.14551e-09
65.4663,0,93.066,33.8255,92.0329,-0.379609,0,-1.23019,0.251246,-1.18868,5.76191,126.094,223.827,223.827,2.00323,2.73309,2.59736,0.559716,3,-2.14551e-09
32.9399,0,68.9146,54.5665,34.5135,1.49537,0,0.770994,0.166336,1.42596,4.7957,124.393,175.66,175.66,1.12644,2.43096,2.32052,3.14142,3,-2.14554e-09
115.172,0,97.7774,63.4187,119.376,0.128557,0,-0.136168,0.615643,0.234097,8.83478,124.124,285.902,285.902,0.532158,2.87205,2.85982,2.34538,3,-2.14554e-09
34.6728,0,54.037,37.1817,16.887,-2.843,0,0.87159,-0.890769,0.827072,3.2585,126.76,321.65,321.65,0.921868,4.85348,3.12379,2.85911,3,-2.14551e-09
99.6144,85.3556,132.939,117.316,246.317,-1.28343,-1.52218,-1.76702,-0.855516,-1.44026,38.8352,125.838,342.916,457.401,2.68948,2.68948,2.64565,0.326397,3,-2.14554e-09
80.6546,50.1741,139.144,55.8194,158.727,-0.904364,-1.71658,0.382686,-0.0770146,0.311544,55.3089,120.361,309.977,433.429,2.65978,2.96585,2.67204,0.121861,3,-2.14554e-09
135.414,0,112.066,14.9261,100.504,0.553337,0,2.11231,0.0913589,2.22128,5.69492,124.593,349.24,349.24,1.64214,3.38048,2.99954,1.1402,3,-2.14554e-09
140.318,0,94.9841,31.2842,120.234,0.172529,0,0.284726,-1.67069,-0.426104,11.0293,130.246,325.869,325.869,2.92059,2.92059,2.91844,1.28759,3,-2.14551e-09
35.0818,0,90.6129,40.6896,52.8017,1.53257,0,0.0318128,-0.476394,-0.321015,4.73094,124.199,211.917,211.917,0.963878,3.10317,2.71613,2.6037,3,-2.14554e-09
72.0347,0,66.4401,51.5507,76.6789,1.03899,0,0.512148,1.89822,1.70383,8.87802,125.482,219.718,219.718,0.571045,2.55884,2.50401,2.75659,3,2.14554e-09
87.8457,0,124.431,34.6296,98.8922,-0.0555521,0,1.75123,1.90035,2.24358,6.62299,124.967,349.672,349.672,1.90466,3.46862,2.96089,0.33304,3,-2.14554e-09
40.8863,0,76.4947,50.1153,30.9595,-2.41544,0,-0.144959,-0.0353867,-0.405509,4.79316,122.954,265.68,265.68,1.05272,3.67247,2.8865,1.5697,3,-2.14554e-09
121.191,0,127.907,37.736,106.818,0.785477,0,0.0341453,0.17193,0.101757,5.94151,126.962,303.174,303.174,0.446341,3.18638,3.09653,2.6515,3,-2.14551e-09
91.0888,0,87.1849,54.3115,67.0123,-0.0695112,0,0.78687,1.11199,1.54262,12.5695,126.631,258.551,258.551,2.12754,2.12754,1.94758,0.584807,3,-2.14551e-09
32.8973,0,56.1297,23.8644,44.6062,2.433,0,-2.06651,0.292304,-2.25815,4.18718,126.597,438.063,438.063,2.18741,5.33384,2.86431,1.0219,3,-2.14551e-09
114.745,0,91.0222,54.0626,85.4863,0.690928,0,1.63689,2.20784,2.40137,9.41538,124.056,309.784,309.784,2.3688,2.64752,2.47275,0.973909,3,-2.14554e-09
70.6182,0,56.7732,33.1833,85.0049,0.546601,0,-2.10595,0.226124,-1.68862,10.5003,129.168,302.016,302.016,1.59985,3.99408,2.98607,1.02148,3,-2.14551e-09
82.213,0,77.3945,60.7743,67.5244,0.820331,0,-0.138031,-0.657898,-0.72836,10.427,125.822,262.97,262.97,1.33633,2.61446,2.43247,1.10329,3,-2.14551e-09
85.21,35.8052,130.545,34.92,111.261,0.0588012,2.46475,0.396682,0.133261,0.49875,172.991,123.765,253.198,388.513,2.38187,2.84149,2.82133,0.702497,3,-2.14554e-09
34.0556,33.2644,89.1075,43.157,101.829,2.73699,-1.16105,0.0302657,-1.37268,-0.697924,231.846,126.569,397.249,481.476,2.2822,3.58686,2.35355,0.160182,3,-2.14554e-09
37.0098,0,75.6182,44.8847,31.821,-2.29812,0,-1.27116,-0.550594,-2.25579,3.32922,123.888,189.235,189.235,1.27482,2.83156,2.63876,2.73523,3,-2.14551e-09
35.3208,0,65.208,61.648,26.1785,1.55198,0,-0.119814,-0.170479,-0.654771,4.7243,124.167,206.34,206.34,0.79764,2.63366,2.03502,2.29775,3,-2.14554e-09
40.465,0,77.5272,47.1051,30.8768,-1.43439,0,-1.13713,-0.750302,-2.26562,5.97279,123.017,170.405,170.405,0.884603,3.01952,3.00485,0.692705,3,2.14551e-09
68.7234,0,98.057,11.5559,98.293,-2.75067,0,-1.40607,1.27116,-1.31077,7.2074,129.021,317.398,317.398,1.28605,3.10138,2.79474,1.38055,3,-2.14551e-09
42.6204,0,47.4977,42.504,15.4226,-0.631505,0,1.33775,-0.363594,2.19608,6.26467,123.527,187.677,187.677,0.752196,3.03244,2.30602,0.503286,3,2.14551e-09
46.6043,0,110.93,33.7874,77.8385,-2.06392,0,-1.30903,-1.13637,-1.83488,8.08036,122.46,201.112,201.112,1.56721,3.148,3.05615,1.33452,3,2.14554e-09
96.2065,0,110.314,45.689,94.5106,-0.251302,0,-0.268686,-0.161214,-0.386015,7.07506,124.35,252.231,252.231,1.58136,2.87221,2.87216,0.289363,3,-2.14551e-09
36.3984,0,76.0001,54.035,33.0495,-0.551353,0,1.26237,1.16604,2.50915,6.73697,125.917,212.611,212.611,1.79626,2.98506,2.37086,0.983384,3,2.14554e-09
43.9455,0,70.2396,16.5794,53.9467,-0.807838,0,-1.8372,0.487498,-2.05216,7.99111,119.657,178.143,178.143,0.736543,3.0414,2.86191,0.668911,3,-2.14554e-09
61.2591,0,98.3795,50.4652,89.5665,1.19735,0,0.321183,-0.120287,0.28699,6.40911,122.947,232.849,232.849,0.122814,2.28398,2.10923,2.19086,3,-2.14554e-09
55.8873,0,54.8851,35.6355,47.4055,-0.022843,0,-1.34545,0.546812,-1.27015,8.92591,123.716,194.619,194.619,0.934916,2.75509,2.41686,0.990084,3,-2.14554e-09
66.1207,0,100.438,43.4472,74.677,-1.71164,0,-2.19156,-1.85352,-2.7455,8.76515,125.019,212.796,212.796,0.674263,3.09045,3.05295,1.9074,3,2.14554e-09
58.9809,0,90.1152,25.5347,66.6368,-0.640733,0,-0.669319,-2.10793,-1.6576,7.26008,120.735,199.896,199.896,2.11853,3.04215,3.04202,0.456139,3,-2.14551e-09
51.4663,0,71.0209,46.3845,39.5591,-1.66263,0,0.287278,1.1324,1.51011,9.42776,121.307,290.293,290.293,2.97216,2.97216,2.24313,0.373528,3,-2.14554e-09
53.7026,0,74.5898,51.8664,27.9357,1.89239,0,1.50345,1.00336,2.76381,7.24261,127.274,188.354,188.354,1.00811,3.14901,3.1249,0.147565,3,2.14554e-09
33.8764,0,74.5532,50.5099,39.1434,0.705488,0,1.13244,1.82919,2.58043,4.36155,126.538,172.278,172.278,1.84449,1.90545,1.857,2.03048,3,-2.14551e-09
56.3633,0,94.285,43.9815,61.2839,-0.18007,0,0.726374,0.673326,1.32042,3.46129,123.99,210.543,210.543,1.1618,2.6859,2.52832,2.11057,3,-2.14554e-09
133.32,0,122.714,35.8961,107.766,0.630695,0,0.137474,-0.547531,-0.0345856,6.31279,125.27,310.558,310.558,0.664267,2.543,2.49471,2.02653,3,-2.14551e-09
216.708,0,187.494,80.3264,240.063,-1.57075,0,-1.64363,-1.32406,-1.65806,24.6295,125.094,487.824,487.824,1.52458,2.94604,2.94514,3.08398,3,2.14554e-09
44.9717,0,59.6534,56.7229,44.5716,0.604464,0,2.10109,1.05592,2.64363,8.77667,124.908,195.475,195.475,1.66669,2.76232,2.32175,1.21235,3,2.14551e-09
55.8398,0,120.998,56.7918,131.004,0.0423642,0,-2.07928,-1.58906,-2.24219,9.40985,127.011,325.366,325.366,1.58983,3.45798,2.73061,1.88114,3,-2.14554e-09
374.46,0,323.1,118.774,435.858,-0.823179,0,-0.640358,-1.15109,-0.805515,16.0503,124.54,826.013,826.013,1.03889,3.05258,3.0471,2.22903,3,2.14551e-09
42.2944,0,79.1453,52.5079,27.6264,1.10376,0,0.223252,0.27813,1.00335,5.44617,128.771,185.663,185.663,0.276723,3.23155,3.10928,2.94578,3,2.14551e-09
68.6567,0,61.5717,39.2669,68.496,-1.1939,0,-0.3686,-2.1999,-1.78431,3.66998,126.965,211.48,211.48,1.49877,3.03998,2.92582,1.47307,3,-2.14554e-09
42.293,0,77.845,39.9994,39.7726,2.14254,0,-0.620488,0.310571,-0.864662,5.84749,123.31,285.15,285.15,0.392357,3.62505,2.34663,0.774802,3,-2.14551e-09
88.6832,88.5525,119.119,104.68,194.62,-1.97283,-1.53025,-1.98174,-1.50131,-1.91653,42.0277,123.057,302.787,411.975,2.63609,2.65553,2.65552,0.0433622,3,-2.14554e-09
58.0145,0,95.1895,40.4117,55.7204,-0.874461,0,0.58359,0.943819,1.37223,5.3581,125.648,248.576,248.576,0.973614,3.25444,2.90955,0.306322,3,-2.14551e-09
34.9018,0,82.8843,36.1987,56.3685,-0.965533,0,1.03096,-0.134786,1.30703,6.86995,124.755,211.691,211.691,1.34412,3.32935,2.66431,2.75645,3,-2.14551e-09
37.2899,0,84.7753,57.3823,65.4279,0.124249,0,-0.117992,-0.065094,-0.208846,3.67988,126.26,175.646,175.646,0.716113,3.02614,3.01643,2.31011,3,-2.14551e-09
38.9008,0,65.2259,34.2476,47.4663,-2.35972,0,-0.778895,-2.45063,-2.37592,3.78106,124.423,185.972,185.972,0.877268,2.81071,2.32402,2.72766,3,2.14551e-09
52.7151,0,96.2642,37.5348,64.2948,0.00396376,0,-0.0394671,0.737018,0.400398,3.5885,126.722,194.986,194.986,0.862619,3.05747,3.05716,2.19544,3,-2.14554e-09
93.1727,0,69.5338,29.1502,96.5077,-0.152341,0,0.461695,-1.81443,-0.532241,11.0054,127.746,253.138,253.138,0.922507,3.02748,2.96456,2.51997,3,-2.14554e-09
43.3128,0,76.1021,40.7428,65.8961,-1.3989,0,-0.152186,-1.36173,-1.08076,4.79653,120.114,190.013,190.013,0.172416,2.97002,2.69569,2.77672,3,-2.14554e-09
41.2534,0,73.5793,48.345,26.6331,-2.16013,0,-0.623357,-0.148158,-1.48997,3.90484,122.371,216.992,216.992,0.165781,3.4733,3.11483,0.0953166,3,2.14551e-09
59.753,0,91.0921,43.1166,83.6752,-2.67057,0,-0.977705,-2.02156,-1.86585,3.63343,125.272,250.152,250.152,0.978754,3.13962,2.64413,2.68944,3,-2.14551e-09
89.5581,0,120.634,34.692,94.0255,1.74765,0,1.36153,1.45735,1.84595,10.5311,123.79,249.231,249.231,0.820195,2.99793,2.97296,2.75833,3,-2.14554e-09
39.3058,0,67.4382,63.0231,75.6901,-1.55895,0,-1.73301,-0.732465,-1.85193,6.48702,126.147,184.656,184.656,2.17049,2.37727,2.37089,0.971118,3,-2.14551e-09
76.0633,0,91.2618,44.3407,94.9389,-1.58416,0,0.676882,1.86842,1.52061,5.92272,125.828,451.149,451.149,2.58902,3.25122,2.33625,0.424918,3,-2.14551e-09
35.8948,0,76.0651,51.9979,30.5829,-0.550904,0,-1.35362,-1.74611,-2.91723,4.91337,126.815,180.334,180.334,1.75533,2.6416,2.51669,0.746411,3,2.14554e-09
46.2373,0,73.0535,29.4274,44.7819,0.0291538,0,-0.177468,1.50097,0.95684,4.83274,126.946,182.988,182.988,0.61553,3.06999,3.06303,2.63076,3,-2.14554e-09
82.1669,0,98.0366,67.2292,108.783,1.49418,0,-0.806665,-0.603808,-1.01897,8.1735,125.504,400.643,400.643,1.60556,3.28812,2.34901,0.9608,3,-2.14554e-09
195.999,0,166.15,23.541,158.943,0.127711,0,-0.689093,-1.77419,-1.01773,10.3704,125.679,444.888,444.888,0.863836,3.05197,2.94063,2.82163,3,2.14554e-09
96.6225,63.6301,95.6531,92.8935,163.771,-2.96433,-1.92475,-1.14177,-0.282946,-0.870118,87.996,125.282,484.558,557.053,2.85054,3.57149,3.07144,0.155505,3,-2.14551e-09
