nbjet,njjet,ptb1,ptb2,pta1,pta2,ptaa,etab1,etab2,etaa1,etaa2,etaaa,mbb,maa,mb1h,mbbh,drbamin,drba1,dphiba1,dphibb,class,weight
1,0,35.5967,0,58.2891,43.565,20.0096,-0.289533,0,2.15535,0.73683,3.34452,4.48588,126.491,212.473,212.473,1.59631,2.61634,0.93154,2.38736,4,6.06e-09
1,1,61.3961,0,66.6294,64.8416,34.7025,-0.0166407,0,-0.70248,-0.56543,-1.67516,8.28119,127.128,193.531,193.531,0.994418,0.994418,0.720063,1.13849,4,6.06e-09
1,0,35.1494,0,52.6189,34.2433,18.3756,-2.5384,0,0.601538,-1.36256,-1.23447,3.55312,129.232,250.09,250.09,1.82764,3.14853,0.232374,1.49344,4,6.06e-09
2,1,77.5911,46.9899,82.6617,47.5052,42.6269,-0.110759,1.82872,1.77099,1.61634,2.80433,176.445,123.371,282.257,347.174,2.16583,2.16583,1.07232,2.3079,4,6.06e-09
1,0,41.3157,0,60.0887,55.1891,21.9289,0.742273,0,1.65873,1.00116,2.98801,4.9287,119.559,167.789,167.789,1.37999,2.2501,2.05501,2.40967,4,6.06e-09
2,1,120.544,47.1044,75.4077,69.6658,72.9134,-1.42588,-2.28814,-0.320435,-0.156334,-0.469624,141.789,125.983,309.953,410.472,1.99901,2.54628,2.2938,1.94141,4,6.06e-09
2,1,156.81,50.9407,100.225,41.5812,141.44,-0.644689,2.13927,1.23891,-0.528924,0.851008,370.031,129.976,421.239,599.179,1.73311,3.38426,2.81163,1.99067,4,6.06e-09
1,0,32.8365,0,76.8055,48.4271,39.562,2.24716,0,-1.45924,-1.0153,-2.3914,4.34049,121.915,402.269,402.269,2.03872,4.48597,2.52716,1.10343,4,6.06e-09
1,0,42.2653,0,68.619,56.5023,49.0274,-1.64698,0,-1.16143,-0.40472,-1.64563,6.52179,124.819,187.858,187.858,2.03258,2.21533,2.16147,0.228964,4,6.06e-09
1,0,87.7172,0,60.6093,35.1208,75.066,-0.693118,0,1.62798,-0.341753,1.35723,10.7755,121.773,299.21,299.21,1.65103,3.48907,2.60502,2.33012,4,6.06e-09
1,0,42.3876,0,80.16,34.5017,51.3873,-0.84706,0,-2.26321,-0.99395,-2.80099,4.03258,124.874,192.041,192.041,1.49119,2.57868,2.15502,0.327147,4,6.06e-09
1,0,75.7714,0,86.162,33.7247,63.6161,0.407028,0,-0.0738882,1.21747,0.666486,2.30099,126.03,216.446,216.446,1.41193,2.65714,2.61326,1.92467,4,6.06e-09
2,0,80.9089,46.0745,152.943,52.0537,162.169,1.22991,1.44785,0.0352491,0.332811,0.141588,101.305,128.2,306.24,360.789,2.45369,2.45369,2.14321,1.90608,4,6.06e-09
1,0,41.1712,0,45.025,33.0514,18.5009,-2.48438,0,0.312582,-1.81299,-2.22131,5.90682,124.186,219.084,219.084,1.93036,2.80455,0.206076,2.11096,4,6.06e-09
1,0,34.1376,0,57.3594,33.8344,25.3803,-2.07686,0,-1.08527,0.650117,-1.45887,5.77976,123.04,193.249,193.249,1.20802,1.20802,0.689971,0.98846,4,6.06e-09
1,0,38.2667,0,65.0878,58.2859,28.0537,-0.251045,0,1.40394,0.892924,2.57833,6.9779,124.284,197.339,197.339,1.53162,2.30365,1.60244,2.21466,4,6.06e-09
1,0,47.4698,0,69.9593,32.3353,41.5183,-0.293843,0,-0.413854,-1.96314,-1.94799,8.57554,123.883,186.293,186.293,1.04647,2.66985,2.66715,1.70599,4,6.06e-09
1,0,35.0146,0,74.547,55.4435,96.3222,0.459007,0,0.424567,-0.836803,-0.199999,4.18992,122.943,185.058,185.058,2.12372,2.12372,2.12345,0.367574,4,6.06e-09
1,1,36.5677,0,67.2152,30.0414,39.3399,1.48836,0,0.591591,-1.17443,-0.0468987,5.06939,126.592,190.628,190.628,0.923151,0.923151,0.219103,2.11542,4,6.06e-09
1,1,66.8867,0,99.7248,38.5394,73.8302,-2.40126,0,-0.127171,-0.922034,-0.672779,8.75284,127.377,321.904,321.904,1.17421,3.63951,2.84158,1.67427,4,6.06e-09
1,3,191.775,0,196.415,23.4616,185.341,-0.958088,0,1.13813,0.588142,1.22907,8.58592,124.193,640.733,640.733,0.590685,3.27502,2.51628,1.59633,4,6.06e-09
1,0,44.7922,0,61.4573,57.0914,6.80221,-1.87756,0,0.0999824,-0.530174,-2.03386,5.78166,124.288,215.889,215.889,0.870595,3.56353,2.96446,0.601502,4,6.06e-09
1,0,40.5257,0,64.1367,58.1492,36.8419,1.17753,0,0.522532,-0.328928,0.41135,7.21367,128.327,191.922,191.922,0.819435,1.72552,1.59637,1.39912,4,6.06e-09
1,0,33.1814,0,52.3829,44.3788,16.6312,0.986179,0,-0.45941,-2.02954,-3.13541,6.5472,126.87,232.309,232.309,2.67219,2.67219,2.24741,1.10868,4,6.06e-09
1,0,46.3565,0,78.3007,29.6912,48.8579,-0.363789,0,-0.0756891,-1.43372,-1.09265,8.80287,119.43,175.919,175.919,1.16412,2.79984,2.78498,1.84366,4,6.06e-09
1,1,110.02,0,83.2311,44.6744,38.5695,-1.34343,0,0.384375,-0.132245,0.649727,7.15287,126.043,305.239,305.239,0.828415,2.91599,2.34898,1.62669,4,6.06e-09
1,1,37.0634,0,64.0594,52.3549,11.7894,-1.55087,0,0.985005,0.2906,2.72159,5.64968,122.868,238.79,238.79,2.53858,2.53858,0.117218,1.17704,4,6.06e-09
1,0,45.2476,0,47.1,43.7311,63.3897,-1.55329,0,0.222963,-1.80331,-1.38385,5.64066,126.526,194.045,194.045,2.47215,2.47215,1.71943,2.89218,4,6.06e-09
1,0,32.5988,0,60.2477,52.5259,45.004,1.95617,0,-0.637174,0.511672,-0.284454,4.25839,123.893,228.823,228.823,1.88131,3.46563,2.29896,0.157643,4,6.06e-09
1,2,95.5971,0,113.355,33.455,81.4872,1.45558,0,0.154784,-0.169942,0.145556,11.753,123.76,268.414,268.414,1.81283,1.81283,1.26266,2.52537,4,6.06e-09
1,1,81.3909,0,81.7254,38.9802,47.9216,-0.734213,0,1.08368,2.09464,2.40339,13.1137,125.762,345.989,345.989,1.08508,3.06702,2.47019,2.41503,4,6.06e-09
1,0,67.9781,0,100.019,36.283,66.6102,-1.57332,0,0.0909262,0.533568,0.428145,7.56819,121.918,284.972,284.972,0.816395,3.38785,2.9509,2.52097,4,6.06e-09
2,0,72.299,60.5903,148.465,39.4202,170.573,-1.8876,-0.898137,-1.3812,-0.154167,-1.27951,92.2542,127.2,284.572,364.148,2.33498,3.12398,3.08266,0.916064,4,6.06e-09
2,0,49.7758,40.5422,115.292,33.4446,82.2234,0.718204,-0.870785,0.228507,0.145238,0.373728,91.4662,124.051,201.269,268.092,1.61392,3.08465,3.04554,1.03141,4,6.06e-09
1,1,116.912,0,92.2859,49.5855,72.3928,-1.2648,0,-0.453104,-0.0931823,-0.620841,9.26116,124.443,286.551,286.551,0.466452,2.64023,2.51236,2.40157,4,6.06e-09
1,0,34.2944,0,65.2162,57.8641,8.99402,-0.480681,0,-1.12547,-0.65618,-3.37036,3.78487,126.152,161.395,161.395,0.989579,2.34255,2.25206,1.88624,4,6.06e-09
2,0,70.0147,34.7826,149.96,46.514,156.232,-1.56399,-0.092826,-1.15649,-0.846637,-1.27926,87.0688,121.937,259.577,325.606,2.43054,3.08886,3.06186,0.677587,4,6.06e-09
1,0,48.5462,0,69.049,50.014,27.7771,1.471,0,1.2745,0.575855,2.34969,8.18098,123.125,178.347,178.347,1.34131,2.49639,2.48865,1.78422,4,6.06e-09
1,0,63.8981,0,78.1318,43.4055,61.2453,-1.51687,0,-1.18721,-0.0454429,-1.41119,7.81005,126.266,215.954,215.954,0.352196,2.93931,2.92076,0.767536,4,6.06e-09
1,0,50.3552,0,71.6174,69.2678,64.6992,0.532744,0,-1.06685,-1.05992,-1.74565,7.27347,125.151,237.648,237.648,1.99464,1.99464,1.19158,1.08214,4,6.06e-09
1,0,45.1988,0,78.7179,47.2995,43.9917,-1.44794,0,-0.0347723,0.576931,0.562872,4.70288,124.025,208.67,208.67,0.653697,1.6253,0.802854,2.13595,4,6.06e-09
1,0,34.5321,0,80.6812,53.9589,50.6318,1.17991,0,1.41697,1.43184,2.35028,4.98905,124.761,167.135,167.135,1.73045,1.73045,1.71414,0.203288,4,6.06e-09
1,1,63.881,0,57.767,34.2694,24.2232,-1.05501,0,0.0740691,1.84985,2.22306,8.96946,126.291,259.304,259.304,1.40034,1.40034,0.828326,1.81895,4,6.06e-09
1,0,57.8271,0,61.8844,38.733,34.2009,2.22263,0,0.534321,-1.03594,-0.37245,8.07295,127.213,304.983,304.983,1.77454,1.77454,0.546478,0.35866,4,6.06e-09
1,0,102.409,0,110.053,31.3169,106.007,1.49239,0,-0.129161,1.22437,0.319186,12.4758,126.834,320.812,320.812,1.30162,3.51353,3.11697,1.11154,4,6.06e-09
1,0,71.035,0,72.0053,55.2804,92.5173,1.99405,0,1.10218,2.42401,2.18502,13.9943,125.183,228.541,228.541,1.85369,2.84668,2.70336,1.21294,4,6.06e-09
1,0,41.0797,0,51.2786,26.1677,59.0077,-1.18838,0,2.10067,-0.373014,1.91741,4.03776,125.967,281.954,281.954,0.618953,3.91024,2.11474,3.12909,4,6.06e-09
1,0,52.5442,0,76.0884,51.4485,25.6671,-2.02928,0,-0.828738,-1.11514,-2.40175,9.70936,126.215,201.249,201.249,0.977232,2.9377,2.68119,1.71914,4,6.06e-09
1,1,41.0384,0,85.0785,41.2616,48.4724,-0.0487742,0,-2.0691,-1.43268,-2.83892,7.65042,122.812,228.843,228.843,1.47487,3.28864,2.59488,0.545291,4,6.06e-09
1,1,69.765,0,49.367,31.7272,60.3623,-0.728783,0,0.131137,2.38377,1.79725,3.81213,121.919,287.726,287.726,2.72473,2.72473,2.58548,0.489887,4,6.06e-09
1,0,36.1737,0,63.4123,43.7651,82.1203,-1.17655,0,0.874709,-0.867576,0.240026,5.71483,124.605,207.408,207.408,2.23498,3.24867,2.51916,0.279468,4,6.06e-09
1,0,33.07,0,82.8658,37.3312,47.6609,1.80876,0,-0.415305,-1.40091,-1.5445,5.9603,124.226,261.997,261.997,2.23997,2.23997,0.266463,1.27169,4,6.06e-09
1,0,79.2723,0,79.5202,52.8517,63.9386,-1.28114,0,-2.19943,-1.31793,-2.64035,5.87807,130.065,231.811,231.811,1.50827,2.74782,2.58984,0.74779,4,6.06e-09
1,0,83.4287,0,103.483,40.5836,63.6757,0.382012,0,-1.18869,-1.42183,-2.00981,5.59414,130.115,303.393,303.393,1.21439,3.3193,2.92415,3.11056,4,6.06e-09
1,0,37.1801,0,81.1522,54.2075,60.5481,1.41124,0,-0.0181061,0.525583,0.452626,6.30686,126.447,194.275,194.275,1.33388,3.24999,2.9188,0.606571,4,6.06e-09
1,0,57.5262,0,62.9105,54.6026,64.9383,1.10762,0,0.350448,1.49674,1.50049,8.77945,120.923,194.705,194.705,1.50414,2.76647,2.66083,1.79319,4,6.06e-09
1,1,54.2712,0,43.722,41.5349,3.58529,-1.41611,0,2.06301,0.182981,4.59201,7.77382,125.708,323.996,323.996,1.69856,4.36469,2.63556,3.10635,4,6.06e-09
1,0,36.8976,0,72.2171,57.4641,48.2646,-0.257124,0,0.989722,1.55638,2.19448,6.50828,125.922,189.981,189.981,1.4241,1.4241,0.688063,2.48039,4,6.06e-09
1,0,34.1456,0,67.3813,60.1954,29.7501,-1.91919,0,-0.576872,-0.938075,-1.98456,3.4142,126.197,173.14,173.14,1.30184,1.4227,0.471419,1.31024,4,6.06e-09
1,2,36.2488,0,45.8189,38.7652,10.0837,-2.24632,0,-0.292091,-2.15023,-3.56341,6.62953,123.15,171.801,171.801,1.95471,1.95471,0.0435262,2.91832,4,6.06e-09
2,0,73.5649,64.929,105.571,58.8441,112.163,-0.150118,-2.08859,-1.29084,-0.932258,-1.50655,193.058,123.529,237.972,371.978,1.65967,1.65967,1.20551,1.89785,4,6.06e-09
1,1,36.5399,0,68.9748,57.1278,12.7244,1.9051,0,0.573714,0.505481,2.43266,3.97438,125.532,188.154,188.154,1.0304,2.16459,1.70671,2.40676,4,6.06e-09
1,1,34.3836,0,76.734,60.279,57.7768,-1.49889,0,-0.800232,-0.868334,-1.53134,3.29595,124.322,152.977,152.977,0.870052,0.870052,0.518531,2.90804,4,6.06e-09
1,0,58.4653,0,55.6615,50.1163,63.6275,-1.87208,0,-0.241603,1.34469,1.0128,7.92099,125.543,337.316,337.316,2.78198,2.78198,2.2541,2.08413,4,6.06e-09
1,1,34.7511,0,141.901,25.6446,122.594,0.809916,0,-0.562968,0.221773,-0.602672,6.74014,124.099,216.619,216.619,0.90632,3.3984,3.10875,2.0322,4,6.06e-09
1,0,50.2408,0,34.4395,33.6064,1.70884,-2.29247,0,-0.227039,2.18972,5.10137,4.72485,124.054,422.777,422.777,3.55899,3.55899,2.89834,2.81216,4,6.06e-09
1,0,72.848,0,71.186,61.7428,58.6387,-0.442449,0,1.07286,0.308203,1.39648,7.31624,130.112,248.941,248.941,1.70823,2.74748,2.29184,0.962536,4,6.06e-09
1,0,32.764,0,68.5512,58.4987,28.5794,2.26684,0,1.07161,0.93758,2.37043,6.94382,124.085,182.262,182.262,1.0845,2.36482,2.04054,2.20719,4,6.06e-09
2,2,64.3716,47.1066,73.6478,37.9116,36.3508,-0.0883005,2.15637,1.83568,0.613761,2.62563,171.457,125.85,227.302,313.091,1.83848,1.98634,0.493826,1.52155,4,6.06e-09
2,0,42.9725,37.0383,69.4629,46.3289,23.1612,0.326014,0.923184,-2.13675,-1.46273,-3.50428,84.0953,119.956,252.997,378.898,1.90795,3.50755,2.49754,3.09723,4,6.06e-09
1,0,49.4511,0,64.431,51.1525,72.3466,1.95951,0,0.667424,-0.747668,0.0602025,11.1595,126.107,271.626,271.626,0.9465,2.60119,2.25758,1.63956,4,6.06e-09
1,0,56.9015,0,83.6317,23.279,70.2127,-2.00337,0,-1.68863,0.285533,-1.82387,10.7359,129.982,217.18,217.18,0.285592,2.36676,2.34574,1.62747,4,6.06e-09
1,0,42.5121,0,65.467,34.0033,33.6829,-1.2794,0,-1.09769,0.509814,-1.46633,4.71418,125.947,167.796,167.796,0.511566,0.902693,0.884214,2.04414,4,6.06e-09
1,0,62.2324,0,86.5638,26.2977,60.5397,-1.54212,0,-0.977779,0.636898,-1.10022,8.19746,128.12,224.018,224.018,1.41609,2.70893,2.64949,2.60936,4,6.06e-09
1,3,94.6065,0,90.3324,51.4033,65.7678,-1.62644,0,0.30814,0.00859597,0.423873,11.5425,127.214,338.851,338.851,0.804194,3.3751,2.76563,2.77474,4,6.06e-09
1,1,81.2177,0,75.9502,48.3678,27.7296,-2.29892,0,-0.512488,-0.890676,-1.88973,8.94321,123.36,272.753,272.753,1.26778,3.2265,2.68681,1.40407,4,6.06e-09
1,1,43.2828,0,62.3883,56.0269,12.1014,-0.514663,0,1.02981,1.82512,3.70368,4.53039,127.302,232.769,232.769,2.2573,2.2573,1.64621,1.81704,4,6.06e-09
1,0,106.447,0,93.0364,45.5291,61.6856,1.55022,0,0.273414,-0.0276739,0.387343,6.30738,125.627,301.159,301.159,0.650266,2.63415,2.30401,0.802068,4,6.06e-09
1,0,45.0796,0,46.3569,31.2036,15.1861,-1.98082,0,-0.972181,1.2466,-0.178435,6.46549,127.873,239.995,239.995,1.32109,1.32109,0.853186,1.28025,4,6.06e-09
1,1,88.9632,0,109.69,91.7175,157.695,-2.5591,0,-0.909957,-0.747963,-1.01644,8.53651,126.34,375.172,375.172,2.44279,2.44279,1.8021,2.07898,4,6.06e-09
1,1,47.8768,0,83.0438,44.8404,38.2585,-0.496614,0,-0.721345,-1.35785,-2.05332,5.91965,128.261,173.389,173.389,1.36022,1.36022,1.34153,0.279567,4,6.06e-09
1,0,43.5992,0,100.945,33.6207,96.8255,-0.881205,0,0.503225,-0.824281,0.2254,5.9061,125.081,211.198,211.198,0.827219,2.649,2.25844,2.09367,4,6.06e-09
1,0,68.1957,0,66.6022,63.7406,44.7566,-1.66987,0,0.95702,1.04292,1.94386,8.12866,122.546,376.951,376.951,1.05614,2.62794,0.0743623,2.68286,4,6.06e-09
1,1,39.8908,0,82.9347,42.2842,41.4406,-0.690133,0,0.207054,0.890672,1.16736,6.85729,125.164,178.834,178.834,1.42018,1.42497,1.10707,0.79225,4,6.06e-09
1,0,71.8372,0,63.6814,62.1523,49.7143,-0.335509,0,0.999484,0.10866,1.27024,6.79975,129.293,225.104,225.104,1.31209,3.029,2.71894,1.85917,4,6.06e-09
4,1,53.8829,45.4325,106.941,74.7147,135.684,-0.192668,-1.14645,0.523862,0.276088,0.556783,96.4179,122.807,231.327,313.955,1.43296,2.78161,2.68774,1.9393,4,6.06e-09
1,1,51.9827,0,65.0581,42.1772,22.881,-2.26245,0,-0.909332,0.325989,-1.58818,9.92104,125.394,242.946,242.946,0.326616,2.02206,1.5026,1.66021,4,6.06e-09
1,1,33.5884,0,72.1071,50.6482,33.2469,-1.69803,0,-0.0714521,0.703231,0.886109,3.60402,127.543,215.367,215.367,1.62804,1.62804,0.0690106,0.732235,4,6.06e-09
1,0,33.3672,0,94.8044,45.6325,59.5998,-1.3338,0,0.482102,0.773861,1.16691,4.80646,128.613,229.918,229.918,1.421,2.92669,2.29521,0.172388,4,6.06e-09
1,0,63.985,0,79.1192,61.0527,60.4925,1.06374,0,-0.208597,0.0295634,-0.242582,11.5073,127.531,236.546,236.546,0.984802,2.82095,2.51771,0.496127,4,6.06e-09
1,0,41.64,0,87.3123,40.5508,67.3697,-0.87847,0,1.31551,0.39197,1.64092,5.90457,122.683,244.615,244.615,1.35347,3.79944,3.10197,2.86294,4,6.06e-09
1,0,50.8102,0,65.1517,52.9663,18.4933,1.01322,0,-0.234209,-0.93858,-2.0784,4.47014,124.072,217.074,217.074,1.26654,2.56098,2.23664,0.182816,4,6.06e-09
1,1,45.036,0,54.3473,43.0203,48.8572,0.878509,0,-0.0353376,-1.84972,-1.74286,9.62913,130.949,240.915,240.915,2.05168,3.02157,2.88007,0.401371,4,6.06e-09
1,0,36.7634,0,105.229,39.2934,75.3383,0.408716,0,-1.40393,-1.62664,-2.08176,3.48351,124.165,237.761,237.761,1.62703,3.20832,2.6472,1.03328,4,6.06e-09
1,1,61.2568,0,113.232,39.3334,151.486,-0.626148,0,-0.0550696,-1.6964,-0.673416,8.02899,123.588,237.65,237.65,2.70581,2.70581,2.64486,0.0316913,4,6.06e-09
1,0,33.6255,0,74.9612,42.2649,41.4809,-0.997779,0,-1.28219,-2.11258,-2.66616,4.83109,119.726,164.346,164.346,2.30225,3.13118,3.11823,0.480964,4,6.06e-09
1,0,58.2471,0,88.6184,50.3268,67.8497,-1.32011,0,-0.191332,0.293596,-0.030508,6.69186,125.585,238.117,238.117,0.484071,2.82208,2.5865,3.03115,4,6.06e-09
1,0,35.5875,0,74.4225,57.1925,39.5404,-1.24041,0,0.0188494,0.382499,0.57082,5.51624,127.782,199.619,199.619,2.29143,2.29143,1.91439,0.45129,4,6.06e-09
1,2,62.298,0,82.4398,46.0241,81.4297,-2.07427,0,1.46202,0.356181,1.55921,10.5265,122.493,463.055,463.055,1.49232,3.58018,0.558864,0.858053,4,6.06e-09
2,0,58.6766,40.4229,90.0393,34.6722,104.078,-1.89363,1.12913,-0.858615,0.779658,-0.526034,214.18,123.084,270.255,395.489,1.70569,2.65521,2.44518,0.844123,4,6.06e-09
1,0,98.4782,0,128.988,21.7538,107.24,-1.5232,0,1.40099,0.205235,1.58414,13.4053,125.444,535.136,535.136,0.227769,4.13288,2.92058,0.101164,4,6.06e-09
1,0,38.0901,0,77.8689,34.0007,51.7445,0.421353,0,1.49934,0.226479,1.92426,6.10785,121.401,176.758,176.758,1.03451,2.87519,2.66546,2.49345,4,6.06e-09
1,2,143.317,0,80.5668,26.9953,68.2267,1.88647,0,-0.351286,1.41386,0.335599,8.24452,125.076,389.244,389.244,1.41402,3.26565,2.37843,1.68176,4,6.06e-09
1,0,34.0992,0,70.7483,49.8739,21.7334,2.96515,0,1.61522,2.24496,3.61551,4.58906,124.594,173.664,173.664,1.23686,2.44132,2.03414,0.545697,4,6.06e-09
2,1,213.454,163.457,145.539,31.5395,125.285,0.260917,0.299952,-0.244471,-0.0532352,-0.2959,374.554,125.813,385.026,561.159,0.754211,2.49341,2.44165,2.96361,4,6.06e-09
1,0,44.734,0,80.9839,47.7426,49.1653,-2.00643,0,-0.749477,-0.153109,-1.19623,6.07931,124.778,216.568,216.568,1.71238,3.32312,3.07623,1.6673,4,6.06e-09
1,1,67.2555,0,81.585,23.5042,58.1095,0.372871,0,0.907388,-0.975669,0.878414,8.24558,129.34,183.141,183.141,1.37321,1.37321,1.26491,2.29837,4,6.06e-09
1,0,36.9497,0,80.6999,50.314,55.8469,-1.78461,0,-0.811301,-0.277216,-1.22663,5.0397,123.417,190.944,190.944,1.23946,3.2537,3.10471,1.99795,4,6.06e-09
1,1,116.721,0,49.113,28.6472,23.7874,0.800212,0,-0.440818,1.7158,1.57045,19.3237,122.427,218.654,218.654,1.14102,2.47038,2.13603,0.5304,4,6.06e-09
1,0,35.8314,0,55.4,35.9496,20.6865,-2.08084,0,-0.064606,1.70913,2.20273,4.53784,126.522,296.875,296.875,2.35162,2.35162,1.21033,0.0436443,4,6.06e-09
1,1,90.8526,0,84.4875,31.1358,68.8646,0.574669,0,-0.164315,-1.65541,-1.10429,11.3073,125.069,264.235,264.235,0.756908,2.67215,2.56793,1.82907,4,6.06e-09
1,1,58.7761,0,94.7884,31.0809,63.8896,1.48544,0,-1.42474,-0.404347,-1.85182,4.42645,122.9,370.6,370.6,1.64637,4.05402,2.82239,2.63579,4,6.06e-09
1,1,45.3994,0,38.7026,31.183,68.9887,0.25467,0,-2.13943,0.545355,-1.48352,7.01531,124.418,206.184,206.184,1.26225,3.45747,2.49447,2.97302,4,6.06e-09
1,0,33.245,0,79.2856,42.0875,52.2835,0.771488,0,2.25973,1.26424,2.83623,5.51268,124.848,186.493,186.493,1.7206,2.87729,2.46251,0.15922,4,6.06e-09
1,0,120.397,0,85.4909,65.1868,93.9853,-2.52515,0,-1.01396,-1.65205,-1.76383,11.4093,127.348,331.447,331.447,1.63125,2.94192,2.52413,1.2463,4,6.06e-09
1,0,71.6672,0,72.4937,52.2547,81.0051,0.764627,0,0.439783,-0.785108,-0.15313,5.64848,124.222,232.894,232.894,1.84916,1.84916,1.8204,0.439316,4,6.06e-09
1,1,45.7463,0,91.5264,39.2924,57.5114,1.85431,0,-0.933034,-1.687,-1.96364,6.32167,126.29,383.559,383.559,1.94912,3.13647,1.4381,3.08381,4,6.06e-09
1,0,76.1753,0,67.7894,67.3723,57.8174,0.0811394,0,-0.168739,0.0178655,-0.177038,6.04352,122.822,203.162,203.162,1.06201,2.976,2.96549,1.88842,4,6.06e-09
1,0,58.7771,0,97.547,35.4451,62.3332,1.50392,0,-0.748606,-0.105794,-1.10518,6.15471,123.612,274.848,274.848,2.3328,2.3328,0.606709,0.704164,4,6.06e-09
1,0,35.8768,0,69.5618,57.3379,12.3664,2.69767,0,1.85851,1.636,4.06258,7.51125,127.078,173.647,173.647,1.4533,2.27958,2.1195,2.21016,4,6.06e-09
1,0,36.3433,0,62.49,38.5125,32.2816,-0.861517,0,0.675873,-0.907735,0.171496,5.33192,128.711,175.822,175.822,1.85296,1.94933,1.19846,0.771974,4,6.06e-09
2,0,50.9468,46.2127,76.6257,50.683,49.3056,-0.730952,2.02384,0.676039,0.0157373,0.982702,195.474,124.628,205.117,340.288,0.863398,3.2133,2.88888,1.75717,4,6.06e-09
1,1,82.0819,0,67.7314,39.8018,33.9202,-1.53917,0,0.778416,-0.460645,0.987685,9.52377,122.919,290.499,290.499,0.784208,3.24552,2.27204,2.36717,4,6.06e-09
1,1,153.779,0,130.744,48.2838,127.756,0.870471,0,1.71181,1.64605,2.01547,14.9581,125.525,355.622,355.622,1.45609,3.16538,3.05152,1.902,4,6.06e-09
1,1,48.6385,0,53.4986,41.4192,19.9392,-2.6038,0,-1.28947,0.277842,-2.07435,6.0654,123.55,245.265,245.265,1.8882,1.8882,1.35567,2.72105,4,6.06e-09
1,0,99.7737,0,59.9868,50.3256,94.618,1.29156,0,-1.327,0.434886,-0.78808,9.61978,123.601,361.151,361.151,0.875907,3.87441,2.85555,3.1034,4,6.06e-09
1,0,39.3433,0,58.1413,56.7557,28.0129,-0.0954016,0,-0.362604,-1.31886,-2.16187,3.45219,125.184,171.565,171.565,2.04494,3.1178,3.10632,1.03554,4,6.06e-09
1,1,93.6223,0,74.9032,51.2343,62.2325,-0.228866,0,-0.696913,-1.84023,-1.94784,7.20564,132.759,262.116,262.116,2.04792,2.91973,2.88197,0.327232,4,6.06e-09
1,0,60.3068,0,78.9019,52.731,47.8544,1.26021,0,0.650778,1.06304,1.66752,9.99532,125.516,198.749,198.749,0.681513,2.69502,2.62521,2.42286,4,6.06e-09
1,0,64.7917,0,103.353,31.2785,100.671,0.60194,0,-0.52582,0.800716,-0.284945,11.4086,120.682,231.743,231.743,1.1077,2.63965,2.38661,1.32217,4,6.06e-09
1,1,58.0946,0,73.1274,61.8628,57.9752,0.0136468,0,-0.00511279,0.368313,0.385861,9.70764,124.497,184.953,184.953,0.953756,0.953756,0.953572,2.04057,4,6.06e-09
1,0,36.4229,0,58.1749,34.012,43.1266,-0.799128,0,-1.7644,0.143089,-2.02156,6.21589,127.685,171.239,171.239,2.18654,3.15575,3.0045,1.21838,4,6.06e-09
2,2,137.678,39.8711,67.4543,33.3947,34.1416,-0.999887,0.940708,-0.132828,1.46712,1.32339,219.93,126.93,325.134,403.974,1.11072,2.96289,2.83319,2.54819,4,6.06e-09
1,0,50.7661,0,76.2838,59.0472,56.9641,0.464602,0,-0.263013,-0.568429,-0.865554,6.9865,124.471,201.815,201.815,0.98087,2.20476,2.08123,3.02619,4,6.06e-09
1,0,34.979,0,50.7328,47.689,7.7157,-0.387202,0,0.67382,-0.693142,0.137532,4.48372,122.055,153.877,153.877,1.51106,1.51106,1.07589,1.69142,4,6.06e-09
1,0,33.6652,0,75.6535,42.3567,33.9259,-0.476663,0,1.03612,0.0863153,1.77143,4.14391,126.056,177.656,177.656,0.838383,2.33348,1.77669,0.416022,4,6.06e-09
1,0,55.7782,0,96.5283,53.7075,87.0843,0.156363,0,0.750137,1.10866,1.3231,9.61312,125.143,216.838,216.838,1.12612,2.92036,2.85935,1.58892,4,6.06e-09
1,0,33.8715,0,67.4914,62.0617,44.1981,1.13924,0,0.894758,1.05834,1.91953,5.63173,122.241,161.545,161.545,1.25734,1.25734,1.23334,0.813357,4,6.06e-09
2,1,80.5372,58.0173,69.7089,57.8033,15.3134,-0.811037,1.06613,-0.015158,0.128494,0.406103,202.033,126.918,215.83,330.654,1.75926,1.86559,1.6873,3.07504,4,6.06e-09
1,0,41.0721,0,70.3505,59.961,45.7694,-0.235397,0,-1.72666,-1.16076,-2.50319,6.16214,127.568,202.198,202.198,1.70515,2.83401,2.40993,2.00353,4,6.06e-09
1,0,43.6742,0,109.44,51.7678,106.083,1.04045,0,-0.380427,-0.027584,-0.404355,5.80651,124.286,229.468,229.468,0.777972,3.30035,2.97883,2.20597,4,6.06e-09
1,0,43.2555,0,68.1295,61.4931,42.8647,0.522548,0,0.125498,0.587767,0.945353,5.31086,126,177.165,177.165,1.13759,2.06295,2.02438,0.809755,4,6.06e-09
1,0,35.6696,0,46.0276,43.4158,61.1875,-1.24891,0,1.95798,-0.0831388,1.66662,4.87314,126.114,248.157,248.157,1.69022,3.91411,2.24412,1.07984,4,6.06e-09
1,1,124.94,0,164.149,27.2858,186.593,0.293028,0,-0.102597,-1.64865,-0.442016,4.56818,121.844,360.399,360.399,2.89642,2.99505,2.9688,0.282292,4,6.06e-09
